,id,title,body,accepted_answer_id,answer_count,comment_count,community_owned_date,creation_date,favorite_count,last_activity_date,last_edit_date,last_editor_display_name,last_editor_user_id,owner_display_name,owner_user_id,parent_id,post_type_id,score,tags,view_count
0,65305433,Dynamically loading objects from properties file at runtime using Spring,"<p>I have a properties file as such:</p>
<p><code>myapp.properties</code></p>
<pre><code>shape.circle.radius=10
shape.circle.perimeter=63

shape.square.side=10
shape.square.perimeter=40
</code></pre>
<p>Where circle and square are POJO. How do I construct the circle / square object dynamically? Ideally I want something like this:</p>
<pre><code>Circle circle = environment.get(&quot;shape.circle&quot;);
Square square = environment.get(&quot;shape.square&quot;);
</code></pre>
<p>Is there any way I can do it by not reading the properties one by one from the file and loading the objects manually? I can't use SpEL because I know the parameter <code>circle / square</code> only at runtime</p>",,1,2,,2020-12-15 11:59:59.197000+00:00,,2020-12-15 12:27:34.617000+00:00,,,,,9646647,,1,0,java|spring|spring-boot,22
1,65305432,wkhtmltopdf failed to load images at random at each execution,"<p>My version is wkhtmltopdf 0.12.6 (with patched qt)</p>
<p>I execute wkhtmltopdf on a local html file which includes many img tags that point to an online source.</p>
<p>This is my execution:</p>
<pre><code>wkhtmltopdf --allow &quot;css/styles.css&quot; --enable-local-file-access toc &quot;handbook.html&quot; &quot;handbook.pdf&quot;
</code></pre>
<p>and it always randomly doesn't include some images:</p>
<pre><code>Loading pages (1/6)
Warning: Failed to load https://hilfe.tomedo.de/wp-content/uploads/tomedo-handbuch-csv-import-export-backupmodus-2.jpg (ignore)
Warning: Failed to load https://hilfe.tomedo.de/wp-content/uploads/2019/10/tomedo-handbuch-tipps-uns-tricks-vorgefilterte-einstellungen-kartei.jpg (ignore)
Warning: Failed to load https://hilfe.tomedo.de/wp-content/uploads/2019/10/tomedo-handbuch-tipps-uns-tricks-einstellungen-ariba.jpg (ignore)
Counting pages (2/6)                                               
Loading TOC (3/6)                                                           
Resolving links (4/6)                                              
Loading headers and footers (5/6)                                           
Printing pages (6/6)  
</code></pre>
<pre><code>Loading pages (1/6)
Warning: Failed to load https://hilfe.tomedo.de/wp-content/uploads/2019/10/tomedo-handbuch-drucker-scanner-scansnap-einrichten.jpg (ignore)
Warning: Failed to load https://hilfe.tomedo.de/wp-content/uploads/2019/10/tomedo-handbuch-automatischer-datei-import-lauscher.jpg (ignore)
Warning: Failed to load https://hilfe.tomedo.de/wp-content/uploads/2019/10/tomedo-handbuch-elektronische-laboranforderungen-auftragsbestaetigung.jpg (ignore)
Warning: Failed to load https://hilfe.tomedo.de/wp-content/uploads/2019/10/tomedo-handbuch-applescript-portieren.jpg (ignore)
Warning: Failed to load https://hilfe.tomedo.de/wp-content/uploads/2019/10/tomedo-handbuch-tipps-uns-tricks-einstellungen-ariba.jpg (ignore)
Counting pages (2/6)                                               
Loading TOC (3/6)     
</code></pre>
<p>and so on ...</p>
<p>the html file is very big and it's loading about 300 images</p>
<p>If I cut half of the html content away it works so it could be a memory problem</p>
<p>I also found this solution but it had no effect on the loading error issue</p>
<pre><code>ulimit -n 4096
</code></pre>
<p>Did anyone else encounter this problem and find a solution for it?</p>",,0,1,,2020-12-15 11:59:59.160000+00:00,,2021-01-23 21:25:43.750000+00:00,2021-01-23 21:25:43.750000+00:00,,13302.0,,6717304,,1,1,html|wkhtmltopdf,47
2,65305430,use placeholder value as value of input,"<p>I have a form where a user can edit a product on their website. it works fine if the user edits all fields, but if they don't, then it still sends the update query to the db, but replaces the fields they didn't fill in as empty. I have placeholders set on each input field so they can see which product they are editing and what they have in those fields already, so I was wondering what's the best way to basically do, if the value of the input field is empty, then set the value to whatever the placeholder is?</p>
<p>my code so far looks like this:</p>
<pre><code>&lt;form method=&quot;GET&quot; action=&quot;/submitEdit&quot; style=&quot;border: 2px solid black&quot;&gt;

&lt;input type=&quot;hidden&quot; id=&quot;ogItem&quot; name=&quot;ogItem&quot; value=&quot;&lt;%= itemName %&gt;&quot; style=&quot;border: 1px solid black&quot; &gt;


&lt;fieldset&gt;
        &lt;legend&gt;&lt;a href=&quot;/index&quot;&gt;&lt;span class=&quot;number&quot;&gt;?&lt;/a&gt;&lt;/span&gt;Enter The Following Details&lt;/legend&gt;
    &lt;label for=&quot;productName&quot;&gt;Product Name:&lt;/label&gt;
    &lt;input type=&quot;text&quot; id=&quot;item&quot; name=&quot;item&quot; placeholder=&quot;&lt;%= itemName %&gt;&quot; style=&quot;border: 1px solid black&quot; &gt;
    
    &lt;label for=&quot;productPrice&quot;&gt;Price:&lt;/label&gt;
    &lt;input type=&quot;text&quot; id=&quot;price&quot; name=&quot;price&quot; placeholder=&quot;&lt;%= itemPrice %&gt;&quot; style=&quot;border: 1px solid black&quot;&gt;

    &lt;!-- &lt;label for=&quot;productCategory&quot;&gt;Category:&lt;/label&gt;
    &lt;input type=&quot;text&quot; id=&quot;category&quot; name=&quot;category&quot; placeholder=&quot;Socks&quot; style=&quot;border: 1px solid black&quot;equired&gt; --&gt;
      
      &lt;label for=&quot;productCategory&quot;&gt;SIZES (OPTIONAL):&lt;/label&gt;
      &lt;input type=&quot;text&quot; id=&quot;size&quot; name=&quot;size&quot; placeholder=&quot;&lt;%= itemSize %&gt;&quot; style=&quot;border: 1px solid black&quot;&gt;

       &lt;!-- submit image --&gt;

    &lt;button id=&quot;upload_widget&quot; class=&quot;cloudinary-button&quot;&gt;Upload Product Image&lt;/button&gt;

    &lt;script src=&quot;https://widget.cloudinary.com/v2.0/global/all.js&quot; type=&quot;text/javascript&quot;&gt;&lt;/script&gt;  

    &lt;script type=&quot;text/javascript&quot;&gt;  
    var myWidget = cloudinary.createUploadWidget({
      cloudName: 'xxx', 
      uploadPreset: 'xxx'}, (error, result) =&gt; { 
        if (!error &amp;&amp; result &amp;&amp; result.event === &quot;success&quot;) { 
          console.log('Done! Here is the image info: ', result.info); 
          console.log(result.info.secure_url)
          var result_url = result.info.secure_url;
          console.log(&quot;result url is &quot; + result_url)
          document.getElementById(&quot;url&quot;).value = result_url;
        }
      }
    )

    document.getElementById(&quot;upload_widget&quot;).addEventListener(&quot;click&quot;, function(){
      myWidget.open();

      }, false);
    &lt;/script&gt;

    &lt;!-- submit image end --&gt;
    &lt;input type=&quot;hidden&quot; name=&quot;url&quot; id=&quot;url&quot; value=&quot;&quot;&gt;

  &lt;/fieldset&gt;
  &lt;script&gt;
    var itemid = document.getElementById('item')
    var itemid2 = document.getElementById('price')
    var itemid2 = document.getElementById('description')
    submitButton.addEventListener('click', function() {
      if (itemid.value == &quot;&quot;){
        document.write('&lt;input type=&quot;hidden&quot; id=&quot;item&quot; name=&quot;item&quot; value=&quot;&lt;%= itemName %&gt;&quot; style=&quot;border: 1px solid black&quot; &gt;')
      } else {
      alert(&quot;product added successfully \n &quot;)
      }
    })
  &lt;/script&gt;

  &lt;fieldset&gt;
    &lt;label for=&quot;bio&quot;&gt;Description:&lt;/label&gt;
    &lt;textarea id=&quot;bio&quot; name=&quot;description&quot; placeholder=&quot;&lt;%= itemDesc %&gt;&quot; style=&quot;border: 1px solid black&quot; &gt;&lt;/textarea&gt;
  &lt;/fieldset&gt;
&lt;button id=&quot;submitButton&quot; type=&quot;submit&quot;&gt;Submit&lt;/button&gt;
</code></pre>
  
<p>I was thinking to use javascript to say something like, if (itemid.value == &quot;&quot;) { set value of placeholder to the value of input}, but not sure if this is possible. Is this the best way to go about is since I need to check each input field and basically check which are empty and set the values to the placeholders? thanks in advance.</p>",,0,2,,2020-12-15 11:59:46.953000+00:00,,2020-12-15 11:59:46.953000+00:00,,,,,14376347,,1,0,javascript|html|node.js|ejs,23
3,65305429,Vuejs How to display the data from date/time input,"<p>I have two inputs in a form. The first one's type is date and the other one is time. What I want to do is when the user select the date and the time, they should be displayed in somewhere else (but in the same component) like<code>&quot;Current Time: {{date, time}}&quot;</code></p>
<p>I also have another option to select the time which is a select element. I have bunch of timezone options in a <code>select</code> element and what I want is when the user selects a timezone from my <code>select</code> element, I want it to be displayed in a different place as I explained above. How do I do that? Here is the code;</p>
<pre><code>                &lt;!-- DatePicker --&gt;
                &lt;div v-show=&quot;showTimepicker&quot;&gt;
                    &lt;div&gt;
                        &lt;div&gt;
                            &lt;label&gt;Select the Date&lt;/label&gt;
                            &lt;input type=&quot;date&quot; value=&quot;&quot;/&gt;
                        &lt;/div&gt;
                    &lt;/div&gt;
                    &lt;!-- Timepicker --&gt;
                    &lt;div class=&quot;w-full lg:w-4/12&quot;&gt;
                        &lt;div&gt;
                            &lt;label&gt;Select the Time&lt;/label&gt;
                            &lt;input type=&quot;time&quot; value=&quot;&quot;/&gt;
                        &lt;/div&gt;
                    &lt;/div&gt;
                &lt;/div&gt;
</code></pre>
<p>And this is the place that I want them to be displayed;</p>
<pre><code>            &lt;label&gt;Current Time:&lt;/label&gt;&amp;nbsp;
            &lt;label&gt;TEST&lt;/label&gt;
</code></pre>
<p>I know that the second label should have a syntax like <code>{{time}}</code> but to do that I need a data, so how do I put the selection of time and date, and put it in a data so that I can display it somewhere else?</p>
<p>I also need to do that with a <code>select</code> element. Thanks in advance!</p>",,0,1,,2020-12-15 11:59:38.310000+00:00,,2020-12-15 11:59:38.310000+00:00,,,,,12352427,,1,0,vue.js|data-binding|datetimepicker,58
4,65305427,Shopware 6 product api,"<p>Whenever i'm try to create product using product api it will returns below error</p>
<pre><code>{
&quot;status&quot;: 0,
&quot;error_response&quot;: {
    &quot;errors&quot;: [
        {
            &quot;code&quot;: &quot;0&quot;,
            &quot;status&quot;: &quot;500&quot;,
            &quot;title&quot;: &quot;Internal Server Error&quot;,
            &quot;detail&quot;: &quot;Malformed UTF-8 characters, possibly incorrectly encoded&quot;
        }
    ]
},
&quot;result&quot;: &quot;&quot;,
&quot;link&quot;: &quot;https://host/api/v3/_action/sync?_response&quot;
}
</code></pre>
<p>Anyone help me.
Thanks in advance...</p>",,0,0,,2020-12-15 11:59:30.940000+00:00,,2020-12-22 05:41:15.693000+00:00,,,,,12024091,,1,0,api|restapi|shopware,72
5,65305426,Loop over list of data.tables and lists,"<p>Say I have a list (input_data) that consists of approximately 20 data.tables and 5 lists. (i.e. class(input_data$a) == list and class(input_data$b) == data.table. Each data.table has a column named &quot;Scenario&quot; which has either &quot;TC1&quot; till &quot;TC30&quot; or &quot;Regular&quot;.</p>
<p>I want to loop over the list so that the first output is a list similar to input_data, however only with the rows that have &quot;Scenario&quot; == &quot;TC1&quot; or &quot;Regular&quot;. Next &quot;TC2&quot; or &quot;regular&quot; etcetera.</p>
<p>The following gives an example of input_data:</p>
<pre><code>table1 &lt;- data.table::data.table(Scenario = 
                                c(rep(
                                  c(&quot;TC1&quot;, &quot;TC1&quot;, &quot;TC2&quot;, &quot;Regular&quot;), 
                                  4)),
                              A = c(
                                rep(&quot;x&quot;, 4), rep(&quot;b&quot;, 4), rep(&quot;s&quot;, 4),
                                rep(&quot;u&quot;, 4)),
                              Correlation = c(1, 0.125, 0.1, 0, 
                                              0.125, 1, 0.2, 0, 
                                              0.1, 0.2,   1, 0, 
                                              0,     0,   0, 1),
                              Matrix = &quot;IM&quot;,
                              stringsAsFactors = FALSE,
                              check.names = FALSE)
table2 &lt;- data.table::data.table(Scenario = 
                             c(rep(
                               c(&quot;TC2&quot;, &quot;TC1&quot;, &quot;TC2&quot;, &quot;TC1&quot;), 
                               4)),
                           A = c(
                             rep(&quot;x&quot;, 4), rep(&quot;b&quot;, 4), rep(&quot;s&quot;, 4),
                             rep(&quot;u&quot;, 4)),
                           Correlation = c(1, 0.125, 0.1, 0, 
                                           0.125, 1, 0.2, 0, 
                                           0.1, 0.2,   1, 0, 
                                           0,     0,   0, 1),
                           Matrix = &quot;IM&quot;,
                           stringsAsFactors = FALSE,
                           check.names = FALSE)

table3 &lt;- data.table::data.table(Scenario = 
                             c(rep(
                               c(&quot;TC1&quot;, &quot;Regular&quot;, &quot;TC2&quot;, &quot;Regular&quot;), 
                               4)),
                           A = c(
                             rep(&quot;x&quot;, 4), rep(&quot;b&quot;, 4), rep(&quot;s&quot;, 4),
                             rep(&quot;u&quot;, 4)),
                           Correlation = c(1, 0.125, 0.1, 0, 
                                           0.125, 1, 0.2, 0, 
                                           0.1, 0.2,   1, 0, 
                                           0,     0,   0, 1),
                           Matrix = &quot;IM&quot;,
                           stringsAsFactors = FALSE,
                           check.names = FALSE)

list1 &lt;- list(&quot;a&quot; = &quot;2019&quot;, &quot;b&quot; = &quot;2020&quot;, &quot;c&quot; = &quot;2021&quot;)
list2 &lt;- list(&quot;a&quot; = &quot;test&quot;, &quot;b&quot; = &quot;test&quot;, &quot;c&quot; = &quot;test&quot;)

input_data &lt;- list(&quot;table1&quot; = table1, &quot;table2&quot; = table2, &quot;table3&quot; = table3, 
&quot;list1&quot;=list1, &quot;list2&quot; = list2)
</code></pre>
<p>The output of the first loop should be the same, without every row containing &gt;=TC2 (thus only TC1 and Regular), second loop only TC2 and regular etc.</p>",,0,1,,2020-12-15 11:59:21.303000+00:00,,2020-12-15 12:37:01.697000+00:00,2020-12-15 12:37:01.697000+00:00,,9968404.0,,9968404,,1,0,r|loops|data.table,40
6,65305425,Type Object Is Not Subscriptable,"<p>I'm trying to create a program which multiplies user input (streams) by data from the list given at the start of the code. It says that the type object is not subscriptable and and there are incompatible types in the assignment</p>
<pre><code>services =  &quot;'Spotify', 'Apple Music', 'Google Play Music', 'Deezer', 'Pandora', 'Amazon Music Unlimited', 'Tidal'&quot; #variable of the row names
possiblePayment = [0.00318,0.00563,0.00551,0.00436,0.00151,0.01196,0.00989]
possiblePayment = float

streams=input(&quot;How many streams would you like to calculate: &quot;) #user input
streams=int
print(&quot;The options of streaming services are &quot; + services) #gives user the options of streaming services they can choose from
platform=input(&quot;What platform would you like to calculate your streams on: (Case Sensitive! Please type name as it appears above) &quot;) #user chooses service
    
if platform == &quot;Spotify&quot;:
    print(&quot;Spotify will pay you $&quot; + str(possiblePayment[0]) + &quot; per stream&quot;) #if the user chooses Spotify, take data from row 2 (the row with spotify in it) of the file
    print(&quot;You would earn $&quot; + str(streams*possiblePayment[0])) #multiplies &quot;streams&quot; by the data in row 2 of the file (DOES NOT WORK, HERE IS WHERE THE ERRORS OCCUR)
            
elif platform == &quot;Apple Music&quot;:
    print(&quot;Apple Music will pay you $&quot; + str(possiblePayment[1]) + &quot; per stream&quot;) #see above
    print(&quot;You would earn $&quot; + str(streams*possiblePayment[1])) 
            
elif platform == &quot;Google Play Music&quot;:
    print(&quot;Google Play Music will pay you $&quot; + str(possiblePayment[2]) + &quot; per stream&quot;)
    print(&quot;You would earn $&quot; + str(streams*possiblePayment[2]))
            
elif platform == &quot;Deezer&quot;:
    print(&quot;Deezer will pay you $&quot; + str(possiblePayment[3])+ &quot; per stream&quot;)
    print(&quot;You would earn $&quot; + str(streams*possiblePayment[3]))
            
elif platform == &quot;Pandora&quot;:
    print(&quot;Pandora will pay you $&quot; + str(possiblePayment[4]) + &quot; per stream&quot;)
    print(&quot;You would earn $&quot; + str(streams*possiblePayment[4]))
            
elif platform == &quot;Amazon Music Unlimited&quot;:
    print(&quot;Amazon Music Unlimited will pay you $&quot; + str(possiblePayment[5]) + &quot; per stream&quot;)
    print(&quot;You would earn $&quot; + str(streams*possiblePayment[5]))
            
elif platform == &quot;Tidal&quot;:
    print(&quot;Tidal will pay you $&quot; + str(possiblePayment[6]) + &quot; per stream&quot;)
    print(&quot;You would earn $&quot; + str(streams*possiblePayment[6]))
            
else:
    print(&quot;Invalid Input&quot;) #if they dont give the name of a streaming service
</code></pre>",65305492.0,1,3,,2020-12-15 11:59:19.063000+00:00,,2020-12-15 12:04:44.567000+00:00,,,,,14719759,,1,-1,python|list|if-statement,29
7,65305421,Applying same operation to different figures,"<p>I'm using <a href=""http://docs.enthought.com/mayavi/mayavi/mlab.html"" rel=""nofollow noreferrer"">mayavi.mlab</a> to plot figures from data files as follows.</p>
<pre class=""lang-py prettyprint-override""><code>from mayavi import mlab

@mlab.show
def show():
    x,y,z = read_data_from_file(&quot;./a.dat&quot;)
    mlab.points3d(x,y,z)

if __name__ = '__main__':
    show()
</code></pre>
<p>After the GUI is launched and I do some operations (change colors, move camera positions, etc.), I want to apply them to figures created from other files.</p>
<p>However, <a href=""http://docs.enthought.com/mayavi/mayavi/application.html#recording-mayavi-actions-to-a-script"" rel=""nofollow noreferrer"">recording actions</a> and <code>exec()</code>-ing the recorded script doesn't work.</p>
<pre><code>for file in [&quot;./b.dat&quot;, &quot;./c.dat&quot;, ...]:
    x,y,z = read_data_from_file(file)
    mlab.points3d(x,y,z)
    with open(&quot;saved_script.py&quot;) as f:
        exec(f.read())
# Result
#   IndexError: list index out of range
</code></pre>
<p>Is there any way?</p>",,0,0,,2020-12-15 11:59:14.087000+00:00,,2020-12-15 11:59:14.087000+00:00,,,,,9796650,,1,0,python|mayavi|mayavi.mlab,12
8,65305419,Select N points across a line using Matplotlib,"<p>I'm trying to select a random sample of points across a line, using <code>random</code> library but all I get are some weird lines.
The red line is generated from a list of 2-uples, by selecting the first index of each tuple, of each index of the list.</p>
<p>Here is the script sample:</p>
<pre><code>path =[(403, 0), (403, 1), (403, 2), (403, 3), (403, 4), (403, 5), (403, 6), (403, 7), (403, 8), (403, 9), (403, 10)]

path_to_plot = [x[0] for x in path]#List only with the rows numbers

#Representation of the matrix
#plt.matshow(path_to_plot)
random_list = random.sample(path_to_plot,N_PLOT_SAMPLES)
random_list_y = random.sample(path_to_plot,N_PLOT_SAMPLES)
print(&quot;Random list:\n&quot;,random_list)
            
plt.plot(random_list, random_list_y)
plt.plot(path_to_plot,color='r',label=&quot;Path&quot;)#Plots the path
plt.show()
</code></pre>
<p>The generated plot is the following <a href=""https://i.stack.imgur.com/itFl1.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/itFl1.png"" alt=""enter image description here"" /></a></p>
<p>Is there a way to generate N points across that red line?</p>",65305700.0,1,0,,2020-12-15 11:59:01.597000+00:00,,2020-12-15 14:28:03.797000+00:00,2020-12-15 14:28:03.797000+00:00,,8881141.0,,13185389,,1,1,python|matplotlib,43
9,65305418,Terraform allow AKS to use ACR,"<p>This my Terraform code to create an AKS cluster and allow it to use my ACR (in the same subscription) :</p>
<pre><code>resource &quot;azurerm_kubernetes_cluster&quot; &quot;aks&quot; {
  name                      = var.aks-cluster-name
  location                  = azurerm_resource_group.rg.location
  resource_group_name       = azurerm_resource_group.rg.name
  kubernetes_version        = &quot;1.18.8&quot;
  dns_prefix                = &quot;${var.aks-cluster-name}-dns&quot;

  default_node_pool {
    name                  = &quot;default&quot;
    vm_size               = &quot;Standard_D2_v2&quot;
    enable_auto_scaling   = false
    node_count            = 3
    availability_zones    = [&quot;1&quot;, &quot;2&quot;, &quot;3&quot;]
    type                  = &quot;VirtualMachineScaleSets&quot;
    enable_node_public_ip = false
  }

  network_profile {
    network_plugin = &quot;azure&quot;
    load_balancer_sku = &quot;standard&quot;
  }

  identity {
    type = &quot;SystemAssigned&quot;
  }

  addon_profile {
    oms_agent {
      enabled                    = true
      log_analytics_workspace_id = data.azurerm_log_analytics_workspace.log_workspace.id
    }
    kube_dashboard {
      enabled = false
    }
    azure_policy {
      enabled = false
    }
  }
}

data &quot;azurerm_container_registry&quot; &quot;acr_name&quot; {
  name = &quot;myacr&quot;
  resource_group_name = &quot;acr_rg&quot;
}

resource &quot;azurerm_role_assignment&quot; &quot;aks_to_acr_role&quot; {
  scope                = data.azurerm_container_registry.acr_name.id
  role_definition_name = &quot;AcrPull&quot;
  principal_id         = azurerm_kubernetes_cluster.aks.kubelet_identity[0].object_id
}
</code></pre>
<p>I got this error (Status=403 Code=&quot;AuthorizationFailed&quot;):</p>
<pre><code>azurerm_role_assignment.aks_to_acr_role: Creating...
Error: authorization.RoleAssignmentsClient#Create: Failure responding to request: StatusCode=403 -- Original Error: autorest/azure: Service returned an error. Status=403 Code=&quot;AuthorizationFailed&quot; Message=&quot;The client 'xxxxxxx-xxxx-xxxx-xxxx-xxxxxxxx' with object id 'xxxxxxx-xxxx-xxxx-xxxx-xxxxxxxx' does not have authorization to perform action 'Microsoft.Authorization/roleAssignments/write' over scope '/subscriptions/xxxxxxx-xxxx-xxxx-xxxx-xxxxxxxx
        d/resourceGroups/acr_rg/providers/Microsoft.ContainerRegistry/registries/gcrclientacr/providers/Microsoft.Authorization/roleAssignments/xxxxxxx-xxxx-xxxx-xxxx-xxxxxxxx' or the scope is invalid. If access was recently granted, please refresh your credentials.&quot;
              
    on main.tf line 91, in resource &quot;azurerm_role_assignment&quot; &quot;aks_to_acr_role&quot;:
    91: resource &quot;azurerm_role_assignment&quot; &quot;aks_to_acr_role&quot; {
</code></pre>
<p>I used a managed identity and not a principal service for my AKS.</p>
<p>Thanks for your help ..</p>",65306524.0,1,0,,2020-12-15 11:59:00.220000+00:00,,2020-12-15 13:08:58.890000+00:00,,,,,8781374,,1,1,terraform|azure-aks|terraform-provider-azure|azure-managed-identity|azure-acr,67
