,id,title,body,accepted_answer_id,answer_count,comment_count,community_owned_date,creation_date,favorite_count,last_activity_date,last_edit_date,last_editor_display_name,last_editor_user_id,owner_display_name,owner_user_id,parent_id,post_type_id,score,tags,view_count
0,12803951,sort DataTable on one column independent of other columns,"<p>I create a two column <code>DataTable</code> (id, name):</p>

<pre><code>        DataTable table = new DataTable();
        DataColumn id = table.Columns.Add(""id"", typeof(int));
        id.AutoIncrement = true;
        id.AutoIncrementSeed = 1;
        id.AutoIncrementStep = 1;
        id.ReadOnly = true;                  
        table.Columns.Add(""name"", typeof(String));
</code></pre>

<p>The <code>DataColumn</code> named <code>id</code> is <code>AutoIncrementing</code> (e.g. identity).</p>

<p>Then I read a file, and add each line of the file as a row.</p>

<pre><code>//for each line in file
table.Rows.Add(null,line);
</code></pre>

<p>Next, I sort the <code>DataTable</code> on the <code>DataColumn</code> named <code>name</code> using a <code>DataView</code>:</p>

<pre><code>        DataView dv = table.DefaultView;           
        dv.Sort = ""name"";
        table = dv.ToTable();
</code></pre>

<p>Problem is, the <code>id</code> column gets sorted when I would prefer it not (basically I just want to sort the <code>name</code> column independently of the other column).</p>

<p>Only solution I could find was to have an intermediate step where I populate a <code>List&lt;string&gt;</code> with the file lines, then sort that, then populate the table.  Wondering if there was a more elegant (simple) solution?</p>",12804025.0,2,2,,2012-10-09 15:59:32.147000+00:00,,2012-10-09 16:39:53.693000+00:00,2012-10-09 16:16:40.280000+00:00,,1220971.0,,1169578.0,,1,0,c#|datatable|dataview,1018
1,12803949,Move to Previous AVPlayerItem AVQueuePlayer,"<p>Trying to allow user to skip backwards in AVQueuePlayer while preserving the original AVQueuePlayer collection. For instance, user hits back button twice and resumes listening from previous position. Referring to this <a href=""https://stackoverflow.com/questions/12176699/skip-to-previous-avplayeritem-on-avqueueplayer-play-selected-item-from-queue"">Skip to Previous AVPlayerItem on AVQueuePlayer / Play selected Item from queue</a> - appears to dump all items from queue and play only a specified item. Without having to re-initialize/populate queue every time, is there a way to skip back and have queue resume its flow to completion?</p>

<p>Thank you</p>",,1,0,,2012-10-09 15:59:27.357000+00:00,,2012-12-07 11:40:32.593000+00:00,2017-05-23 11:43:12.853000+00:00,,-1.0,,734631.0,,1,1,ios5|avplayer|avqueueplayer,1210
2,12803942,Secure FTP with org.apache.commons.net.ftp.FTPClient,"<p>Is there a way I can implement a secure FTP with <code>org.apache.commons.net.ftp.FTPClient</code>?</p>

<p>If not, what are other options for Java?</p>",22796073.0,5,0,,2012-10-09 15:59:03.040000+00:00,11.0,2019-09-18 11:01:50+00:00,2015-01-12 13:04:17.150000+00:00,,850848.0,,1725253.0,,1,23,java|ftp|sftp|apache-commons|ftp-client,81355
3,12803941,Custom SplitContainer,"<p>I'm using standart SplitContainer - very useful thing, but sincerely it looks a little ugly. I took a look through other kind of SplitContainer implementation for ex. <a href=""http://i.stack.imgur.com/iiLNm.png"" rel=""nofollow"">FireFox</a>.</p>

<p>Could You tell me - how to custom draw the Split bar in order to look a little nicer or at least how's in FF?</p>",,2,0,,2012-10-09 15:58:54.260000+00:00,,2012-10-10 09:57:10.220000+00:00,,,,,752079.0,,1,1,c#|winforms|controls|splitcontainer,1601
4,12803940,Does Visual Studio 2012 Support XAML 2009?,"<p>I know 2010 didn't, but does 2012?</p>

<p>UserControls and Windows still seem to be auto-created with 2006 namespaces...</p>",12809937.0,1,0,,2012-10-09 15:58:44.260000+00:00,,2012-10-09 23:36:40.727000+00:00,,,,,326518.0,,1,6,xaml|visual-studio-2012,949
5,12803939,Extra spaces in iOS export file when writing as UTF16,"<p>When I'm saving a simple text file from my iPhone app as NSUTF16StringEncoding, it seems to like adding an extra 'space' at the start of each new line that I add. This is some rough code detailing what I'm doing (not exact, and not necessarily executable as is).</p>

<pre><code>NSArray *paths          = NSSearchPathForDirectoriesInDomains (NSDocumentDirectory, NSUserDomainMask, YES);
NSString *tempPath      = [paths objectAtIndex:0];
NSString *tempFilename  = [NSString stringWithFormat:@""%ld"", (long)[[NSDate date] timeIntervalSince1970]];
NSString *tempFilePath  = [tempPath stringByAppendingPathComponent:tempFilename];
NSError *error;

freopen([tempFilePath cStringUsingEncoding:NSASCIIStringEncoding],""a+"",stderr);
NSFileHandle *fileHandle = [NSFileHandle fileHandleForWritingAtPath:tempFilePath];

NSString *testLine1 = @""test row 1"";
[fileHandle seekToEndOfFile];
[fileHandle writeData:[testLine1 dataUsingEncoding:NSUTF16StringEncoding]]; // NSUTF8StringEncoding

NSString *testLine2 = @""test row 2"";
[fileHandle seekToEndOfFile];
[fileHandle writeData:[testLine2 dataUsingEncoding:NSUTF16StringEncoding]]; // NSUTF8StringEncoding

NSString *testLine3 = @""test row 3"";
[fileHandle seekToEndOfFile];
[fileHandle writeData:[testLine3 dataUsingEncoding:NSUTF16StringEncoding]]; // NSUTF8StringEncoding

[fileHandle closeFile];  

// convert csv text to data
NSData *dataCsvOutput = [NSData dataWithContentsOfFile:tempFilePath];

NSArray *objects  = [NSArray arrayWithObjects:dataCsvOutput, exportFilename, deviceType, nil];        
NSArray *keys     = [NSArray arrayWithObjects:@""data"", @""filename"", @""devicetype"", nil];
NSDictionary *dictionary = [NSDictionary dictionaryWithObjects:objects 
                                                   forKeys:keys];            

NSString  *exportFilename = [withDictionary objectForKey:@""filename""];
NSData    *dataCsvOutput  = [withDictionary objectForKey:@""data""];
NSString  *deviceType     = [withDictionary objectForKey:@""devicetype""];

MFMailComposeViewController *mfViewController = [[MFMailComposeViewController alloc] init];
mfViewController.mailComposeDelegate          = self;
[mfViewController setSubject:@""Test""];
[mfViewController setMessageBody:[NSString stringWithFormat:@""Please find data attached.""] isHTML:NO];
[mfViewController addAttachmentData:dataCsvOutput mimeType:@""text/plain;charset=utf-16"" fileName:exportFilename];
[self presentModalViewController:mfViewController animated:YES];
[mfViewController release];  
</code></pre>

<p>The resulting text file ends up being something like:</p>

<blockquote>
  <p>test row 1<br>
  &nbsp;test row 2<br>
  &nbsp;test row 3  </p>
</blockquote>

<p>Can anyone suggest why that is ? It works fine when exported as UTF-8.</p>

<p>Thanks.</p>",12805197.0,1,0,,2012-10-09 15:58:30.973000+00:00,1.0,2012-10-09 17:24:15.190000+00:00,,,,,355473.0,,1,1,objective-c|ios,379
6,12803936,Visual C++ Learning MFC,"<p>I'm currently in the process in the learning of MFC, first of all, do anyone of you know know a site where it is explained where each single event is explained, e.g. When you click New in the ribbon, this event is triggered there.</p>

<p>And in fact this is my question, when you click file in the ribbon, and then click new(from the template of mfc), where is it executed, because i can't find it?</p>

<p>Thank You</p>",12807894.0,1,2,,2012-10-09 15:58:23.447000+00:00,,2012-10-09 20:26:40.760000+00:00,,,,,1492812.0,,1,0,c++|debugging|events|mfc|ribbon,275
7,12803934,Haskell: Filtering a list using a list of rules,"<p>So I've got a list of items (Recipes) that I want to filter based on a ruleset,</p>

<pre><code>ruleset = [rule0, rule1, rule2, rule3, rule4]
</code></pre>

<p>where each rule is a function :: Recipe -> Bool. I want to apply these rules to each item in the list, and I've been doing so using the following function:</p>

<pre><code>testRules :: Recipe -&gt; Bool
testRules r = rule0 r &amp;&amp; rule1 r &amp;&amp; rule2 r &amp;&amp; rule3 r &amp;&amp; rule4 r
</code></pre>

<p>There must be a way to apply the array without explicitly saying ""rule0 &amp;&amp; rule1&amp;&amp; ...""</p>

<p>Does anyone know a way? I know that 'map' applies one function to a list.. And zipWith multiplies an array by an array.. There must be another function to perform this task! </p>

<p>I've also been thinking that maybe I can pass ruleset to testRules as a parameter and recursively go through the set of rules:</p>

<pre><code>testRules (rule:rules) r = rule r &amp;&amp; testRules rules
testRules [] r = True
</code></pre>

<p>However, I don't know how to provide the head of the function (testRules :: )</p>

<p>Cheers for any help!</p>",12804268.0,5,0,,2012-10-09 15:58:18.103000+00:00,1.0,2012-10-09 17:01:21.327000+00:00,,,,,962996.0,,1,3,haskell,237
8,12803930,Rotate image_button,"<p>I have a image button </p>

<pre><code>   &lt;asp:ImageButton
    ID=""ImageButton1"" runat=""server"" ImageUrl=""~/image/ImgTest.png"" 
    CssClass=""test"" onclick=""ImageButton1_Click""  /&gt;
</code></pre>

<p>And I need to turn it for 45 degrees.</p>

<pre><code>.test {
    -webkit-transform : rotate(45deg);
}

   /\****
  /  \***
 /    \**
/      \*
\      /*
 \    /**
  \  /***
   \/****
</code></pre>

<p>The problem is, I need to button_Click only inside cube, for a moment I can click in * area, but I should remove it.</p>

<p>What ways have to remove Click from ** area ?</p>",,2,0,,2012-10-09 15:58:13.027000+00:00,,2012-10-09 16:08:03.017000+00:00,,,,,1678649.0,,1,3,asp.net|css,477
9,12803919,Mercurial: Force delete after remote hg update hook,"<p>We have a hook setup on our remote repositories to automatically update the repo after it receives a push.  It works great except when we locally delete a file and then push.  We receive messages like this:</p>

<pre><code>remote:  local changed path/to/file/file.ext which remote deleted
remote: use (c)hanged version or (d)elete? c
</code></pre>

<p>It automatically pickes 'c'.  Is there a way for us to have Mercurial use 'd' and delete the file instead?</p>

<p>Here are the hooks, also posted in the comments but hopefully linebreaks are preserved here:</p>

<pre><code>[hooks]

changegroup = hg update &gt;&amp;2

incoming = /path/filename.sh &gt; /dev/null 2&gt;&amp;1
</code></pre>

<p>The .sh file resets some permissions after the hg update.</p>",,2,2,,2012-10-09 15:57:27.497000+00:00,0.0,2017-06-19 12:14:27.230000+00:00,2012-10-10 16:55:26.397000+00:00,user647772,,,715446.0,,1,0,mercurial|mercurial-hook,288
