id,title,body,accepted_answer_id,answer_count,comment_count,community_owned_date,creation_date,favorite_count,last_activity_date,last_edit_date,last_editor_display_name,last_editor_user_id,owner_display_name,owner_user_id,parent_id,post_type_id,score,tags,view_count
26215788,,"I had a similar problem with the command min, I got it to read the list by including the list primitive.",,,0,,2014-10-06 12:00:15.030000+00:00,,2014-10-06 12:00:15.030000+00:00,,,,,3887089.0,26153511,2,0,,
26215791,,"In general it depends on your app's features. But you should consider next things:
Senselessness: it's just senseless to show 1200x1920 picture on a device with 320x640 screen because user will not see the difference. Of course in case you don't need to have zoom functionality.
Network traffic: contemporary camera modules could capture tremendously large pictures (5248 х 3936 pixels). To download such a large file user will be waiting for a quite long time.
RAM consumption: to display picture device must upload it to the memory. Some low end devices have 256MB of memory and to show 5248х3936 picture you will need to upload into memory ~82MB(5248px * 3936px * 32bit) - so most likely you will catch  exception.
There several methods how to solve it. One of them is to passing device screen size to the server. The server should decide which image to return to the particular device.",,,1,,2014-10-06 12:00:24.500000+00:00,,2014-10-06 12:00:24.500000+00:00,,,,,798165.0,26214829,2,1,,
26215793,,"No.  You cannot save it as UTF-8.  I got the same error as well, and I found that the file mentioned is already in UTF-8.  (There is some German text in the comments)  Also, ninja suggested to save the file in Unicode instead.
This is the error message I have got:
hash_tables.h : warning C4819: The file contains a character that cannot be represented in the current code page (950). Save the file in Unicode format to prevent data loss
Same error appear now at several headers under src/testing/gtest/include/gtest/internal/gtest-internal.h and third_party/libusb/src/libusb/stderror.c
In additional, are you working on your compilation on a Windows machine?  I am doing the development on a Windows machine as well.  Guess most other users are using Linux instead.
===== 
And I came across this when searching for other possible solutions:
http://www.chromium.org/developers/how-tos/build-instructions-windows#TOC-Build-failures-on-Vista
But I do not think the suggestion is wise.",,,1,,2014-10-06 12:00:29.367000+00:00,,2014-10-06 13:25:11.220000+00:00,2014-10-06 13:25:11.220000+00:00,,1355834.0,,1355834.0,25105744,2,0,,
26215796,,I think it's using triangle you can change border colors in css. or generate a triangle using triangle. I suggest you to read this first.,,,0,,2014-10-06 12:00:31.580000+00:00,,2014-10-06 12:00:31.580000+00:00,,,,,4107888.0,26215742,2,0,,
26215797,," is sensitive to null values, it does not compare null values hence ignores it. In contrast,  is insensitive to null values. Check the example given below
Row  was ignored by  but was considered by . In fact NOT NULL ignored row   and , but since they are also present in test1, it seems to be logical although ignored. This can be tested by issuing ",,,1,,2014-10-06 12:00:37.550000+00:00,,2014-10-06 12:00:37.550000+00:00,,,,,3148391.0,26214963,2,0,,
26215800,,"Use subprocess, it is a smaller module so it runs the  quicker.",,,1,,2014-10-06 12:00:42.890000+00:00,,2014-10-06 12:33:25.040000+00:00,2014-10-06 12:33:25.040000+00:00,,988174.0,,4113142.0,1811691,2,11,,
26215805,,"So, the solution I have found is really ugly and hackish. The way forEvery (and other Inspectors too, I suspect) work is that they try to get your collection's iterator if they can, both to run the tests and to print out your collection. My solution passes the correct iterator only on the first run, and if the inspector tries to grab the iterator again (which it does only to print the collection out) it gets Seq.empty.iterator. The best thing which can be said about this code is that it works:
The inspector doesn't use either length or apply, so whatever I put there is irrelevant, as long as it has the correct type. Extending Seq is just about the easiest way I have found to pretend to be a GenTraversable (which is needed to have my own class' iterator used). I would be happy to find any solution that is better than this.",,,0,,2014-10-06 12:01:05.217000+00:00,,2014-10-06 12:01:05.217000+00:00,,,,,4110052.0,26200768,2,1,,
26215808,,"XFixesCursorImage stores ONLY the cursor image, NOT the entire screen. So -as Andrey says- you can only access 24x24 unsigned longs. 
You can place the Cursor Image on your XImage by using the fields x,y on the XFixesCursorImage, but remember that the pixel format of the XImage might differ from that of the XFixesCursorImage, which is always 32 bits per pixel ARGB. 
Said that, please note that unsigned long can actually be 64 bits if compiling for x86_64, so your conversions should use unsigned long to be portable and not assume it will be 32 bits.
Placing example (with funcs missing but good enough for the explanation):
Notes: img in the code is the XFixesCursorImage, and do not trust the field 'cursor_serial' in order to determine if cursors are different of each other, because sometimes this field is just 0. Not sure why.",,,2,,2014-10-06 12:01:17.943000+00:00,,2014-10-06 12:09:32.393000+00:00,2014-10-06 12:09:32.393000+00:00,,2832768.0,,2832768.0,22891351,2,4,,
26215812,,"Your file is not UTF-8 encoded. I'm not sure what encoding uses F6 for  either; that codepoint is the encoding for  in Latin 1 and CP-1252:
You'll need to save that file as UTF-8 instead, with whatever tool you used to create that file.
If  works, then you were able to decode the file using the default system encoding. See the  function documentation:
  encoding is the name of the encoding used to decode or encode the file. This should only be used in text mode. The default encoding is platform dependent (whatever  returns), but any encoding supported by Python can be used. 
That is not to say that you were reading the file using the correct encoding; that just means that the default encoding didn't break (encountered bytes for which it doesn't have a character mapping). It could still be mapping those bytes to the wrong characters.
I urge you to read up on Unicode and Python:
The Absolute Minimum Every Software Developer Absolutely, Positively Must Know About Unicode and Character Sets (No Excuses!) by Joel Spolsky
The Python Unicode HOWTO
Pragmatic Unicode by Ned Batchelder",,,0,,2014-10-06 12:01:30.727000+00:00,,2014-10-06 12:37:53.110000+00:00,2014-10-06 12:37:53.110000+00:00,,100297.0,,100297.0,26215782,2,7,,
26215814,,"You are using a temporary byte array that might be the cause of the problem.
You can directly write the content of the stream to your file.",,,0,,2014-10-06 12:01:33.950000+00:00,,2014-10-06 12:01:33.950000+00:00,,,,,800413.0,26215690,2,1,,
26215815,,"As stated in the documentation for Receive:
  Because this method is called on a transactional queue, the message
  that is received would be returned to the queue if the transaction is
  aborted. The message is not permanently removed from the queue until
  the transaction is committed.",,,5,,2014-10-06 12:01:39.017000+00:00,,2014-10-06 12:01:39.017000+00:00,,,,,43846.0,26193657,2,0,,
26215816,,"The cellid implementation varies from mobile device to mobile device since these features are considered to be optional. for example: 
Samsung (all devices): getNeigbouringCells () is not supported at all and always returns an empty list.
according to this:
http://wiki.opencellid.org/wiki/Android_library",,,0,,2014-10-06 12:01:40.273000+00:00,,2014-10-06 12:01:40.273000+00:00,,,,,2101822.0,3868223,2,1,,
26215818,,"The following code solved my problem.
Basically I had to adding event handlers after dynamically html was rendered.
http://jsbin.com/tazejuhefixa/1/",,,0,,2014-10-06 12:01:52.067000+00:00,,2014-10-06 12:01:52.067000+00:00,,,,,379008.0,26215434,2,0,,
26215820,,"You're reading the entire response into the  (memory). Instead, you could stream the output as you read it from  with something like,",,,0,,2014-10-06 12:01:58.870000+00:00,,2014-10-06 12:01:58.870000+00:00,,,,,2970947.0,26215690,2,1,,
26215823,,"Your business rule is that a user can only comment on a piece of software that is contained in a package that they own.  What you need to do is apply this rule in the primary key(1) of your  table.
Consider this ERD:
Note how the primary key of a  is the combination of its foreign keys to the owned package and the package content.  Since both of these primary keys include the (2) you have a declarative referential constraint that ensures that the user can only comment on a piece of software that is contained in a package that they own.
Notes:
(1) If you are averse to composite primary keys, you can have a candidate key (unique index) which achieves the same result.
(2) If you are using an ORM or something that doesn't allow you to share one  column between two foreign key relationships you can have two  columns in the  table and add a constraint that forces the one to be equal to the other.",,,1,,2014-10-06 12:02:16.630000+00:00,,2014-10-06 12:02:16.630000+00:00,2020-06-20 09:12:55.060000+00:00,,-1.0,,659653.0,26215043,2,1,,
26215825,,You may need to use  in your URL since you are having ,,,0,,2014-10-06 12:02:17.840000+00:00,,2014-10-06 12:02:17.840000+00:00,,,,,3741739.0,25285805,2,2,,
26215826,,"Use this instead for your  tag:
Or alternatively:",,,3,,2014-10-06 12:02:19.910000+00:00,,2014-10-06 12:02:19.910000+00:00,,,,,1245596.0,26215468,2,1,,
26215828,,"You can acheive this with CSS but you are not techinically changing the arrow itself.
In this example I am actually hiding the default arrow and displaying my own arrow instead.
HTML:",,,1,,2014-10-06 12:02:21.643000+00:00,,2014-10-06 12:02:21.643000+00:00,,,,,3935753.0,26215742,2,0,,
