score,creation_date,body
4.0,2011-03-23 11:38:38.993000+00:00,Was that really so hard?
37.0,2013-08-20 19:37:43.850000+00:00,"Aside from the SERVER-6310 mentioned by Matt Johnson, one other workaround is to use the  operator to add or subtract from the UTC time zone to ""shift the time"" into the correct local zone. Turns out you can add or subtract time in milliseconds.
For example, assuming I have a Date field called . I'd like to query for EDT. That is -4 hours from UTC. That's 4 * 60 * 60 * 1000 milliseconds. 
So I would then write the following projection to get  in local time for all my records:"
0.0,2014-09-08 11:19:48.267000+00:00,"It's probably because you don't have jdk installed in your machine. I had exact same problem in first run. Open a terminal (CTRL+ALT+T) and type:  
When done setup Java environment variable. Steps as follows: 
Either in the beginning or end of the file write:  (location may vary depending on the installation of your Java)
save and exit editor.
Load the path variable again using the terminal: 
Couple of helpful links for further clarifications: 
How to install JDK on Ubuntu (Linux)?
How to set JAVA_HOME for OpenJDK?
Hope this helps."
0.0,2014-03-21 17:29:56.337000+00:00,"Check Adapter pattern. This allows you to make incompatible interfaces compatible.
With the Adapter pattern you do not exterd the classes. Instead, you write a new class implementing your interface and forwarding (delegating) the call to the real object."
209.0,2012-02-05 01:05:17.437000+00:00,"Well, it was easier than I thought (well, not really, let's say as easy as it should be):
Which returns:"
1.0,2014-01-29 15:53:43.567000+00:00,"You could use an Oracle linked server on SQL-Server. In this way you would use the Oracle data directly from SQL-server.
Take a look at this tutorial: http://blogs.msdn.com/b/dbrowne/archive/2013/10/02/creating-a-linked-server-for-oracle-in-64bit-sql-server.aspx"
68.0,2009-08-07 14:44:46.927000+00:00," is used when referring to a member of an object.
 is the Scope Resolution Operator and is used to refer to a static member of a Class.
Consider the following class:
You would call the function  using :
But would use  to call the functon , as it is a static member (a member which doesn't require an instance of the class to be called):
Also, while we are talking about the difference between static members versus instantiated members, you cannot use  to refer to the current instance within static members. You use  instead (no leading ) which refers to the current class, or  if you want to refer to the parent class, or if you have the pleasure of working with PHP 5.3.0,  (which allows for late static binding).
The documentation uses  to refer to a function inside a class as the class name in the header is not an instance of the class. Still using the same example, a documentation entry referring  to the function  would use the following header:
But unless the documentation specifies it's a static member, you will need to use  on an instance to call it:"
0.0,2013-08-16 10:54:55.677000+00:00,"Use this code 
Then follow below points:
Set your image to Imageview as 'src' and not as 'background'.
Crop your image width and height related to your Frame height and width."
0.0,2012-04-28 18:05:44.533000+00:00,"Ran into the same problem, what I ended up doing was disabling global CSRF verification and doing it in the controller.
So in my application/config/config.php, I set
In my custom controller (application/core/MY_Controller.php) I have an attribute to control csrf_protection like so:
My other controllers extend MY_Controller, so I can just set $csrf->protection false as I need. For instance, my Auth controller disables CSRFchecks:
Hope that helps, it gets the job done without hacking the core."
4.0,2011-06-27 17:42:06.967000+00:00,Is it possible that maybe you're re-binding the listbox on each postback? That's a common error. Just make sure that you populate the control only if  is false. Your code seems OK otherwise.
22.0,2010-05-16 21:26:58.193000+00:00, is closing the standard output stream after it has read all the data it needs. You should handle the exception and stop writing to standard output. The following code will abort the loop once standard output has been closed:
1.0,2013-03-14 10:29:52.523000+00:00,"You can use  method for .
example :"
1.0,2008-10-10 14:08:30.423000+00:00,You could use local names in your XPath queries like this:  
4.0,2012-02-22 04:33:39.910000+00:00,"You can use html5 email to validate but it only checks for XXXX@XXXX so that's a valid email lol
for me at least I would say just use jquery validate and always to server side validation 
it won't hurt to use the email type as browsers that don't support it will convert to text type
you may want to look at modernizr for backward compatiblility"
1.0,2011-12-20 19:50:01.890000+00:00,"Renaming the file isn't the source of your problem. The main race condition with your script is multiple requests detecting an expired mtime and all writing to .
A better approach is to perform an exclusive, non-blocking flock (assuming non-windows) immediately after detecting an expired mtime, buffer the output, overwrite the file and release the lock. If  returns false, then another process is writing to it and the current process should skip the write entirely.
If a request is made during the lock, the web server will wait until the file write is complete (and the lock released), then serve the file."
1.0,2010-02-10 10:16:35.087000+00:00,"If it's in the Underlying SQL Server call...
You can do  like you can 
Edit:
If it's in the table or for a cell in the report, then there is no equivalent in the SSRS SUM function."
0.0,2013-04-23 10:00:07.720000+00:00,"You need to add some responsive css. 
By adding specific css to the above media queries, you can modify the layout per the device. Don't forget to put the above media queries below your css ( to be on the safe side). 
Hope this solves your issue. "
2.0,2013-10-15 22:39:41.053000+00:00,"I am dealing with this problem right now.
You can use what qurn said, and change clustermarker style, so the icons won't overlap. 
Then set ""offsetX"" and ""offsetY"" properties. 
Ex: If you have 4 categories / groups you can use offset: -20,-20 | -20,20 | 20, -20 | 20,20 
The goal is to get the icons around your point.
In case this won't help you, take a look at Google Maps Spiderfier.
Hope it helped."
0.0,2013-01-23 09:26:50.407000+00:00,"Yes, stop using async HttpWebRequest* for now because there is a bug being discussed in the Mono list. A patch has been provided, but apparently is not good enough and has been reverted from master.
If you're good with low level code, it would be nice that you contribute a patch.
* The fastest way to stop using the async infrastructure is calling mono witht eh environment variable MONO_DISABLE_AIO=1. By the way, if you're using more than one thread anyway, maybe a Parallel.For would be enough but keeping the code non-asynchronous? The best use-case of async is actually to avoid threading and still manage to achieve parallelization (or rather, avoid blocking waits)."
1.0,2014-09-27 02:03:47.677000+00:00,"The third parameter in the  method is the interval in milliseconds. You're setting that as the number of milliseconds that have elapsed since January 1, 1970 00:00:00.0 UTC plus 60000, making the next scheduled event about 44 years in the future. Change your code as follows:"
0.0,2013-10-14 16:51:10.287000+00:00,"The reason you are stuck in infinite loop is because  in your infinite loop &amp; the file/socket descriptors that are in your structure array  because those clients have terminated. You have chosen a very poor mechanism of using select.
You should do the like this:"
7.0,2012-12-19 20:11:26.283000+00:00,"Your  in the first query is filtering out items that are being included in the  in the second query.  Remove that  and you'll see that the sum from the first will equal the sum from the second.
If you want the  to match the original, try this:
The  needs to be inside the , not outside it.  Otherwise, you're getting the  , not the  of  items.
If you want the  to be of all the items (not just the  ones), then just remove the  altogether (no different than your second query in your specific situation, but different in meaning over all situations):"
9.0,2010-01-07 22:44:55.730000+00:00,"  on IE, I cannot disambiguate an element with a z-index of 0 from an element who will inherit the z-index of its parent
You're looking for elements that have an effective z-index. z-index is effective only on elements with a  style other than . So you should look up the parents until you find a positioned element with  non-.
(This will give you the innermost z-index. Stacking contexts can be nested, so you might instead want to look at the outermost z-index by looking at the furthest ancestor to be positioned.)
On IE6-7, an element without a  incorrectly receives an automatic  of . So this will indeed give you a  reading when you look at the positioned element without a  in IE6-7... this may be wrong, but it's reflecting IE's already-wrong rendering which you'll have to avoid or work around anyway.
(In IE8 this is finally fixed and you will indeed get  for the first alert, assuming a suitable doctype/EmulateIE setting to send it into IE8 native mode.)"
0.0,2012-03-15 04:23:44.753000+00:00,"By interactively, do you mean as typed? Then use onKeyPress event on your textbox. You might have to do something strange, like create a setTimeout, if you don't want to write a lot of code to monitor cursor position."
3.0,2014-06-13 10:44:36.290000+00:00,
10.0,2010-09-22 12:55:10.947000+00:00,"What exactly do you have in mind? If you're looking for some sort of automatic tool, that generates GWT Java code from Javascript, then I'm afraid there's no such thing.
You can (and should) use JavaScript Native Interface (JSNI), probably in combination with JavaScript Overlay Types (JSO) to wrap your existing Javascript code, so that it's possible to interface with it from GWT's Java code. See the Getting to really know GWT, Part 1: JSNI (and Part 2) post on GWT's offcial blog for some pointers and use cases."
0.0,2014-09-09 14:37:17.583000+00:00,"in regards to the comment I would suggest you change your query to something like this.
See my POST here for more details"
1.0,2013-08-14 14:29:12.487000+00:00,"I don't think this part looks correct: 
Basically, this loops through every global Javascript variable (which has nothing to do with cookies) and adds them to the cookie value. Is that really what you want? Look at the output when I run the following in Chrome: 
That's going to be a gigantic cookie.
All of that aside, the error that your seeing looks like a problem with the Same Origin policy. You can't reference Javascript from a domain outside of your page's domain unless the external domain has a special setup. Google has a few servers with that special setup, so if you don't want to host the jquery file on your server, you could use this URL: 
https://ajax.googleapis.com/ajax/libs/jquery/1.3.2/jquery.min.js
Honestly, though, it seems like you have a lot of issues that you're dealing with (cross domain issues, jQuery being undefined, cross-browser compatibility). You should probably try and simplify your code to see if it works in simple cases. Rather than storing all Javascript variables in a cookie, see if you can just store a simple string value in a cookie and see if your code is cross-browser compatible. If that works, try adding the expiration, then domain/path, etc. This way you can focus on one problem at a time."
1.0,2011-12-10 08:39:42.573000+00:00,"You have two  variables. 
One is a private variable inside  - you are initialising that one.
The other one is a module-level one and you are not initialising that one. 
Delete the  variable declarations inside "
1.0,2013-05-10 05:53:55.710000+00:00,"You should not dynamically allocate an array of . 
If you decide to use C++, you should be using STL and collections. Like this:
If you decide to use C, a dynamically allocated string list could look like this:
If you really need a dynamic array of strings, you can do:
But since there is no realloc possible in this case, you will have to copy the entire array into new one if you need to enlarge it."
3.0,2009-10-06 16:07:28.630000+00:00,"It seems the original code correctly reads the entire content. 
The problem seems to be in making use of that binary data - printing it out will truncate at the first null, making it appear that only 10 bytes are present.
You can't use any methods intended for strings or character arrays to output binary data, as they will truncate at the first null byte, making it appear the array is shorter than it really is.
Check out some other questions related to viewing hex data:
how do I print an unsigned char as hex in c++ using ostream?
Converting binary data to printable hex
If you want to append this to a string - in what format? hex? base64? Raw bytes won't work.
Here's the original code I posted. A few minor improvements, plus some better diagnostic code:
Now, is ret really 10? Or do you just get 10 bytes when you try to print the output?"
6.0,2010-07-12 05:32:51.670000+00:00,If you're using ATL why not just use 's methods?
3.0,2012-03-02 09:47:15.507000+00:00,"Since a user can subscribe to many tags and a tag can be subscribed by many users, you will need to associate User and Tag by  association ( either through  or  similar to Tag and Post models' association).
Then in PostsController, select all posts with tags that the user has subscribed to.
If you are using Will Paginate for pagination, you might get an  error, since using  will result in an array. So, you might need to add  to the corresponding controller."
1.0,2013-09-25 09:57:03.470000+00:00,"Number 4 is the right approach. There is no guarantee that any of your app code will run when an APN is received, except on iOS7. So when your app starts, it has to check with your servers for any new information that it should display.
It's simplest to code this to alway ask your servers for the latest information to display, rather than rely on the information in the APN. Use the information in the APN only to determine which new information to navigate to, so that the app displays whatever the user tapped on.
This has changed with iOS7, where you can use the  background mode to be launched whenever a push message arrives. See https://developer.apple.com/library/ios/documentation/UIKit/Reference/UIApplicationDelegate_Protocol/Reference/Reference.html#//apple_ref/occ/intfm/UIApplicationDelegate/application:didReceiveRemoteNotification:fetchCompletionHandler:"
0.0,2012-10-21 15:26:40.777000+00:00,"You are missing  in the line  : 
near  FieldByName( . Are you sure you pasted this code correctly."
17.0,2012-05-02 15:31:19.800000+00:00,"Probably your jQuery version is too old. You need at least jQuery 1.5 for jqXHR objects to implement the Promise interface you are using.
If you cannot upgrade for some reason, simply use the  option:"
1.0,2011-07-08 15:05:16.083000+00:00,I can't see anything wrong in that implementation other than the fact that it doesn't have any visible end result which leads me to believe it may not exactly match your failing code.
2.0,2014-02-24 10:34:44.500000+00:00,"Your code is working pretty fine.
As you can see the image.. Google have blocked the request from your IP address as it detected unusual traffic activity.
You can always check the HTTP Status Code what your requesting URL gives by..
If everything is normal , you would get a  response, else you will get some other status code.
Here are the most common HTTP Status Codes.."
0.0,2014-01-06 16:04:22.820000+00:00,Try this:
0.0,2014-06-29 19:20:29.747000+00:00,"You don't need a mocking framework at all if you're only overriding one method and want to do it by actually defining the method.
If it's a class, just extend your class, override the method and inject your extension.
If it's an object or a final class of course you can't extend, but then you wouldn't be able to mock with many frameworks either, or inject an alternate easily."
0.0,2013-07-02 04:47:40.653000+00:00,"I was getting this problem when I tried to use  from the .  Try using the  instead.
Run -> Run As -> Grails Command (run-app)
See this ticket."
4.0,2012-11-05 18:35:46.460000+00:00,"The compiler's right: you're trying to use a  where you need an .  Since , one solution is just to insert an upcast:
Alternatively, you can indicate that you don't want the input to be (exactly) an , but instead some particular subtype:
This is probably what you really want (the type is more specific).  This is equivalent to the more verbose definition:"
1.0,2011-07-26 12:46:17.380000+00:00,"No difference, this is so called Yoda coding convention.
is equivalent to 
and to "
1.0,2009-05-10 19:07:18.023000+00:00,"How about
Note this only works if  is a . Detached rows (not in a  are ignored).
Don't forget to call AcceptChanges."
0.0,2013-10-16 16:01:40.530000+00:00,I think your if $.==1 is getting you. That's lines processed: you're telling it to just process the first line of the input.
8.0,2011-03-16 18:17:05.037000+00:00,"I've played a bit with the functions suggested by amalloy. I don't like the explicit specification of the number of argument to curry on. So I've created my custom macro. This is the old way to specific an high order function:
This is my new macro:
And this is the new implicit way:
As you can see there is no trace of (curry) and other stuff, just define your currified function as before.
Guys, what do you think? Ideas? Suggestions?
Bye!
Alfedo
Edit: I've modified the macro according the amalloy issue about docstring. This is the updated version:
I don't like the if statement inside the second binding. Any ideas about making it more succint?"
-2.0,2011-09-30 19:52:18.377000+00:00,"Your approach is wrong. You will never get sleep to be accurate, and the more busy your machine is, the more wrong your sleep loop will become.
What you should be doing is looking at how much time has passed and adapting accordingly. Although spinning around Sleep is a bad idea, ""better"" ways of doing it will be significantly more complex. I'll keep my suggested solution simple.
Call DateTime.Now.Ticks and save it in a variable (startTick).
In your loop, call Sleep as you are already doing.
Call DateTime.Now.Ticks again and subtract startTick from it - this value will be how many 100 nanosecond units of time have passed since you started the fade (timeSinceStart).
Using timeSinceStart calculate how much you should be faded with that much time elapsed.
Repeat until you have completely faded it."
0.0,2013-03-05 11:29:12.723000+00:00,"Although it doesn't answer the immediate question, I used some of the ideas Lukas Knuth gave me to solve it.
The process is now that a keycode of 0 is caught and handed to a function that runs the contents of the input box through some Regex validation. If the validation fails, then the last character is removed from the input box.
I apologise if anyone comes to this question seeking a solution for the HTC One X passing through 0 as the keycode, after a couple of days of research and experimentation, I couldn't find a solution, so I worked around the problem instead."
0.0,2013-06-12 15:22:47.423000+00:00,"I've played around with this a bit more, and realized that I must have been storing an element from a previous instance of context. I've made sure that I don't use any elements that are from a context that has been disposed and everything seems to be working.
Thanks for the help."
1.0,2014-05-04 04:03:08.550000+00:00,"This is a classic notifier approach. There are several options (the most basic one using an occurance):
In the init block you add your Initializing call. In the Start Recording you add the 'Start Recording' DLL call, use the error out to feed into the 'Wait on Notification' function, this makes sure the time-out start at the correct moment. If you detect that the measurement call is done you can use 'sent notification'.
If the 'Wait on Notification function times out you can use the output boolean timed out to instruct the case structure to send the 'Cancel' function."
0.0,2014-07-15 20:26:48.823000+00:00,"Raspberry Pi's only support OpenGL ES 2.0 and they're isn't any way around that.
OpenGL ES has no immediate mode rendering (glBegin, glVertex, glColor). You'll have to load your geometry into VBO's and render that way.
You'll also need to write basic shaders and pass your projection and modelview matrices in via glUniformMatrix.
Immediate mode rendering is pretty much only available on the desktop, iPhone's, Android's and Blackberry's use only OpenGL ES and pretty much any game console will use an API very similiar to OpenGL ES.
Bottom line: You'll need to ditch the immediate mode rendering and learn to use the ES spec.
These links should help...
http://www.khronos.org/registry/gles/specs/2.0/es_full_spec_2.0.25.pdf
http://www.khronos.org/files/opengles_shading_language.pdf"
1.0,2014-07-21 19:37:10.030000+00:00,"You can't do that. The callbacks are going to be called on the same thread that is calling the  method.
The callbacks cannot be called until your calling method returns. You probably need to call  in yet another thread."
3.0,2009-09-23 19:36:39.753000+00:00,"I ended up checking it myself.
I have the region from the target element
Then the mouse coordinates
And then a simple if statement to check if the mouse coordinates were in the region"
3.0,2010-02-22 16:02:44.913000+00:00,"Assuming that the example you've given works to output the first author, the most direct solution to get all the authors in a comma-sperated list would be the following:
Then you'd output  in place of 
A more ""Drupal"" way of doing it would be to copy modules/cck/theme/content-field.tpl.php to your theme directory, then make a copy of it named content-field-field_author.tpl.php as well.  You can then make changes to the new file which would override how the values are displayed for the ""author"" field specifically.  Then you could output themed field_author value wherever you want in a custom node-[node_type].tpl.php file.  (You may need to clear cached data via the button on Administer > Site configuration > Performance for the custom templates to be loaded the first time.)
If your view's ""Row style"" is set to ""Node"" then it will use the node and field templates as well.  If you have it set to ""Fields"" then you'll need to theme the field in the view separately. See your view's ""Theme: Information"" for views templates you can override in your theme.
Edit:
Missed the fact that you wanted a natural language list.  That takes a bit more, but here's a Drupalized function that will do just that:
Then, of course, use the following in place of the last line my first code block above:"
0.0,2011-11-12 11:36:21.757000+00:00,"I believe you cannot do that (and I think it is wrong to do that). An executable is operating system and machine specific (on some systems like MacOSX, there are fat binary executables, which are a mix of various machine specific variants for the same operating system.).
The only way to have a system &amp; machine ""independent"" program is essentially to target it to some single common ""virtual machine"" (in the broadest sense). In your case this VM is the Lua VM (it could be the Java VM for others, etc.). But you have to suppose that your user have it, or to provide one which is machine &amp; system specific.
And I would personally dislike the idea of an application which is not installable (because it is then not easily uninstallable). "
9.0,2013-09-29 14:41:11.150000+00:00,"Entity Framework creating IQuerable of the most recent
This is what finally worked for me:
Also edited my original post with correct query i was going for.
Thanks."
3.0,2011-10-13 13:32:20.117000+00:00,"It looks like you are calling  the "".withSandboxDestination()"" so you will want to use the Development Push SSL Certificate. This can be configured in the ""App Ids"" section.
Note to configure your App in the ""App Ids"" section you need to be Team Agent"
