score,creation_date,body
0.0,2014-10-06 12:00:15.030000+00:00,"I had a similar problem with the command min, I got it to read the list by including the list primitive."
1.0,2014-10-06 12:00:24.500000+00:00,"In general it depends on your app's features. But you should consider next things:
Senselessness: it's just senseless to show 1200x1920 picture on a device with 320x640 screen because user will not see the difference. Of course in case you don't need to have zoom functionality.
Network traffic: contemporary camera modules could capture tremendously large pictures (5248 х 3936 pixels). To download such a large file user will be waiting for a quite long time.
RAM consumption: to display picture device must upload it to the memory. Some low end devices have 256MB of memory and to show 5248х3936 picture you will need to upload into memory ~82MB(5248px * 3936px * 32bit) - so most likely you will catch  exception.
There several methods how to solve it. One of them is to passing device screen size to the server. The server should decide which image to return to the particular device."
0.0,2014-10-06 12:00:29.367000+00:00,"No.  You cannot save it as UTF-8.  I got the same error as well, and I found that the file mentioned is already in UTF-8.  (There is some German text in the comments)  Also, ninja suggested to save the file in Unicode instead.
This is the error message I have got:
hash_tables.h : warning C4819: The file contains a character that cannot be represented in the current code page (950). Save the file in Unicode format to prevent data loss
Same error appear now at several headers under src/testing/gtest/include/gtest/internal/gtest-internal.h and third_party/libusb/src/libusb/stderror.c
In additional, are you working on your compilation on a Windows machine?  I am doing the development on a Windows machine as well.  Guess most other users are using Linux instead.
===== 
And I came across this when searching for other possible solutions:
http://www.chromium.org/developers/how-tos/build-instructions-windows#TOC-Build-failures-on-Vista
But I do not think the suggestion is wise."
0.0,2014-10-06 12:00:31.580000+00:00,I think it's using triangle you can change border colors in css. or generate a triangle using triangle. I suggest you to read this first.
0.0,2014-10-06 12:00:37.550000+00:00," is sensitive to null values, it does not compare null values hence ignores it. In contrast,  is insensitive to null values. Check the example given below
Row  was ignored by  but was considered by . In fact NOT NULL ignored row   and , but since they are also present in test1, it seems to be logical although ignored. This can be tested by issuing "
11.0,2014-10-06 12:00:42.890000+00:00,"Use subprocess, it is a smaller module so it runs the  quicker."
1.0,2014-10-06 12:01:05.217000+00:00,"So, the solution I have found is really ugly and hackish. The way forEvery (and other Inspectors too, I suspect) work is that they try to get your collection's iterator if they can, both to run the tests and to print out your collection. My solution passes the correct iterator only on the first run, and if the inspector tries to grab the iterator again (which it does only to print the collection out) it gets Seq.empty.iterator. The best thing which can be said about this code is that it works:
The inspector doesn't use either length or apply, so whatever I put there is irrelevant, as long as it has the correct type. Extending Seq is just about the easiest way I have found to pretend to be a GenTraversable (which is needed to have my own class' iterator used). I would be happy to find any solution that is better than this."
4.0,2014-10-06 12:01:17.943000+00:00,"XFixesCursorImage stores ONLY the cursor image, NOT the entire screen. So -as Andrey says- you can only access 24x24 unsigned longs. 
You can place the Cursor Image on your XImage by using the fields x,y on the XFixesCursorImage, but remember that the pixel format of the XImage might differ from that of the XFixesCursorImage, which is always 32 bits per pixel ARGB. 
Said that, please note that unsigned long can actually be 64 bits if compiling for x86_64, so your conversions should use unsigned long to be portable and not assume it will be 32 bits.
Placing example (with funcs missing but good enough for the explanation):
Notes: img in the code is the XFixesCursorImage, and do not trust the field 'cursor_serial' in order to determine if cursors are different of each other, because sometimes this field is just 0. Not sure why."
7.0,2014-10-06 12:01:30.727000+00:00,"Your file is not UTF-8 encoded. I'm not sure what encoding uses F6 for  either; that codepoint is the encoding for  in Latin 1 and CP-1252:
You'll need to save that file as UTF-8 instead, with whatever tool you used to create that file.
If  works, then you were able to decode the file using the default system encoding. See the  function documentation:
  encoding is the name of the encoding used to decode or encode the file. This should only be used in text mode. The default encoding is platform dependent (whatever  returns), but any encoding supported by Python can be used. 
That is not to say that you were reading the file using the correct encoding; that just means that the default encoding didn't break (encountered bytes for which it doesn't have a character mapping). It could still be mapping those bytes to the wrong characters.
I urge you to read up on Unicode and Python:
The Absolute Minimum Every Software Developer Absolutely, Positively Must Know About Unicode and Character Sets (No Excuses!) by Joel Spolsky
The Python Unicode HOWTO
Pragmatic Unicode by Ned Batchelder"
1.0,2014-10-06 12:01:33.950000+00:00,"You are using a temporary byte array that might be the cause of the problem.
You can directly write the content of the stream to your file."
0.0,2014-10-06 12:01:39.017000+00:00,"As stated in the documentation for Receive:
  Because this method is called on a transactional queue, the message
  that is received would be returned to the queue if the transaction is
  aborted. The message is not permanently removed from the queue until
  the transaction is committed."
1.0,2014-10-06 12:01:40.273000+00:00,"The cellid implementation varies from mobile device to mobile device since these features are considered to be optional. for example: 
Samsung (all devices): getNeigbouringCells () is not supported at all and always returns an empty list.
according to this:
http://wiki.opencellid.org/wiki/Android_library"
0.0,2014-10-06 12:01:52.067000+00:00,"The following code solved my problem.
Basically I had to adding event handlers after dynamically html was rendered.
http://jsbin.com/tazejuhefixa/1/"
1.0,2014-10-06 12:01:58.870000+00:00,"You're reading the entire response into the  (memory). Instead, you could stream the output as you read it from  with something like,"
1.0,2014-10-06 12:02:16.630000+00:00,"Your business rule is that a user can only comment on a piece of software that is contained in a package that they own.  What you need to do is apply this rule in the primary key(1) of your  table.
Consider this ERD:
Note how the primary key of a  is the combination of its foreign keys to the owned package and the package content.  Since both of these primary keys include the (2) you have a declarative referential constraint that ensures that the user can only comment on a piece of software that is contained in a package that they own.
Notes:
(1) If you are averse to composite primary keys, you can have a candidate key (unique index) which achieves the same result.
(2) If you are using an ORM or something that doesn't allow you to share one  column between two foreign key relationships you can have two  columns in the  table and add a constraint that forces the one to be equal to the other."
2.0,2014-10-06 12:02:17.840000+00:00,You may need to use  in your URL since you are having 
1.0,2014-10-06 12:02:19.910000+00:00,"Use this instead for your  tag:
Or alternatively:"
0.0,2014-10-06 12:02:21.643000+00:00,"You can acheive this with CSS but you are not techinically changing the arrow itself.
In this example I am actually hiding the default arrow and displaying my own arrow instead.
HTML:"
3.0,2014-10-06 12:02:23.420000+00:00,"Assuming the workbook has been saved in the appropriate name format, use this formula in G2."
2.0,2014-10-06 12:02:47.257000+00:00,": 
 Open CURSOR-1
 Open CURSOR-2 and Use that cursor as a pointer for the new Cursor you care going to create
 Close CURSOR-2
 Close Cursor-1
Try this Sample::
Note:- Make sure you close all the cursors"
3.0,2014-10-06 12:02:53.843000+00:00,"You can think about the construct  as a derived column, which isn't returned to the client via select list, but is used for sorting.
You can look at it this way:"
1.0,2014-10-06 12:03:15.593000+00:00,The  library has the  function to do this:
1.0,2014-10-06 12:03:17.350000+00:00,"Yes, it is aware that it's an invalid local time - which is why when you specifically ask it to convert that local time into UTC, it throws an exception. It's roughly equivalent to calling .
The  call you're making specifically throws an exception on either ambiguous or skipped times. If you use  you won't get an exception, but it may not give you the result you want. Or, you could use  which will allow you to map invalid local date/time values however you want.
As side-notes:
Your  variable is a , so the name is a bit misleading
You don't need to call  -  will always return a  with a kind of , hence the name."
0.0,2014-10-06 12:03:28.727000+00:00,
50.0,2014-10-06 12:03:43.217000+00:00,"this is very easy way to do this without any Library:
if the OS version is not supported - under kitkat - so nothing happend.
i do this steps:
in my xml i added to the top this View:
then i made this method:
also you need those both methods to get action Bar &amp; status bar height:
then the only thing you need is this line to set status bar color:"
2.0,2014-10-06 12:03:57.077000+00:00,"See the Laravel docs for Mass Assignment. All you need to do add a  property to your model:
That will allow you to 'mass assign' your properties in a  method.
Alternatively, you could insatiate a new User object and individually set it's values:"
1.0,2014-10-06 12:04:00.647000+00:00,Remove your second  or move it into the -block. 
0.0,2014-10-06 12:04:10.523000+00:00,"You've got a mistake. This line:
is being executed even when  since you have it out of if sentence."
5.0,2014-10-06 12:04:14.247000+00:00,"It is possible out-of-the-box. There is a commercial CB Replicator solution that solves exactly this problem. It performs complex mapping of CRM security model into SharePoint groups and and folder level permissions.
Shortly described it deploys tiny plugin into CRM that collects all the events that could require change of permissions. There is a standalone service that gets these events and write proper permissions into SharePoint as item level permissions on referenced folders by sharepointdocumentlocation entity.
It support various action in CRM that lead into permissions change, e.g.s security roles, business unit hierarchy, privilege depths, team membership, access team, access team templates, sharing."
19.0,2014-10-06 12:04:17.087000+00:00,"Most basically open a terminal with Ctrl-Alt-t and type . That will work but there is a better way, which I'll explain.
When you're developing a web app you will eventually want to deploy it. You'll want the environment on which you're developing to be as similar to the one on which you deploy as possible. One way to do this is virtual environments. On Ubuntu you also have the option of Docker.
Virtual environments are probably slightly easier if you're just starting out but I would recommend building up to Docker, which is more complete IMO. If you're using Python 3 then you should use pyvenv to create your virtual environments. On Python 2 you want virtualenv. These will create an isolated Python environment specific to the project they contain, which means you can have many custom setups for many projects, and you can recreate these relatively easily when deploying to production. When the environment is active you can install python packages with ."
2.0,2014-10-06 12:04:19.003000+00:00,I prefer to work with them as with a collection of Option[T]
0.0,2014-10-06 12:04:23.857000+00:00,Here's a copy of the tock.aiff file.
0.0,2014-10-06 12:04:34.463000+00:00,"Well, we finally figured it out. We had to use the Google Admin SDK in order to implement SSO. We had some troubles with the scopes, but after we polished that, everything seems to be working OK."
1.0,2014-10-06 12:05:01.637000+00:00,"You can disable categories on xAxis, then simply use dataLabels instead: 
Example: http://jsfiddle.net/zf7te5ef/3/"
0.0,2014-10-06 12:05:04.570000+00:00,"There is no else on the inner if, so it checks that it is not 0, doesnt execute the code within the if, then goes to the  line that is after the if statement.
What is the point of your if statement if all it does is allow that line to be executed twice"
1.0,2014-10-06 12:05:15.073000+00:00,"You are using  even if number is  secondly your else part should be inside the if block if user enters  it should be going to the else part according to your message.
So it should be like this, "
0.0,2014-10-06 12:05:15.910000+00:00," is a  while you require a  here.  is a combination of  and  for cases where they are symmetrical. This isn't the case here because validation is only for reading JSON, not for writing it. So you cannot write a single . 
To get around this, write your  and  separately:"
0.0,2014-10-06 12:05:25.750000+00:00,"You must Add name attribute for your inputs like :
Or use html helpers for it "
1.0,2014-10-06 12:05:31.097000+00:00,"It doesn't look like the click handler is actually assigned to the button's click event.  So the button is causing a post-back, but not invoking the handler.  (I bet if you debug the current code you'll find that the  method is never even invoked.)
Try assigning it explicitly:"
1.0,2014-10-06 12:05:39.417000+00:00,You can do this with 
0.0,2014-10-06 12:05:41.520000+00:00,It is of course not necessary anymore to re-compile QT yourself since they now also ship a prebuilt installer for opengl-desktop
0.0,2014-10-06 12:06:02.693000+00:00,You need to set this in the manifest
14.0,2014-10-06 12:06:06.320000+00:00,"This is problem in Eclipse SR1. You should switch back to R (SR0) release, next you can install PDT 3.3.1 from marketplace.
See also bug report on bugzilla
Edit:
Problem is fixed in nightly builds: http://download.eclipse.org/tools/pdt/updates/3.4-nightly/
Edit 2:
We released new stable (3.3.2) version with fix for this problem. You can find it on marketplace or in this update site: http://download.eclipse.org/tools/pdt/updates/3.3.2/"
2.0,2014-10-06 12:06:13.690000+00:00,"You must have something like 
Just do "
1.0,2014-10-06 12:06:18.073000+00:00,"Divide by 0 error.
That line is done twice if number is not 0, and once if it is 0."
0.0,2014-10-06 12:06:21.093000+00:00,"The root cause of your problem is overlapping elements.
Since you're moving the circle element on top of the square element in your  handler, the subsequent  event will be triggered on the circle. Since that event was not triggered on the square element, no  event will be generated.
If you have to keep the circle element on top of the square, you can use the pointer-events CSS rule to force mouse events to ""go through"" the circle element."
1.0,2014-10-06 12:06:34.867000+00:00,"you would need to add 
So that code should look like "
0.0,2014-10-06 12:06:34.870000+00:00,"Ok, solved my own problem - basically I added an exception for the cpi.exe program on HOST1 but not on HOST2. The solution was to ensure the exception was added to BOTH machines!"
1.0,2014-10-06 12:06:35.640000+00:00,Try this in manifest
1.0,2014-10-06 12:06:40.413000+00:00,"Refer: 
MassAssignmentException in Laravel
Laravel provide by default a protection against mass assignment security issues. That's why you have to manually define which fields could be ""mass assigned"" "
4.0,2014-10-06 12:06:51.343000+00:00,"The following code was working for me...
var contact_list = $('#compose_contact_list');
    contact_list.jstree({
        ""checkbox"" : {
            ""keep_selected_style"" : false,
            ""tie_selection"" : false
        },
        ""plugins"" : [ ""checkbox"" ]
    });
    contact_list.on(""check_node.jstree"", function(event, data){
        alert(data.node.text);
    });"
0.0,2014-10-06 12:07:02.150000+00:00,"Take a look at your code
line I put * will execute always whether or not  condition satisfy.
You can change your code to following."
1.0,2014-10-06 12:07:12.003000+00:00,"You didn't assign the function to the button on the HTML code, you need to add  to the button Tag"
0.0,2014-10-06 12:07:15.230000+00:00,I've never used Spring boot but it clearly says it needs a transaction manager.  Depending on how you're accessing your DB you need something like:
1.0,2014-10-06 12:07:25.317000+00:00,"//At first, Fill in the variable ""sourceList"" with the json data
//Create a global variable for accessing the selected values
//Define the multiselect autocomplete textbox as below : 
Hope this helps :)"
0.0,2014-10-06 12:07:37.723000+00:00,"I don't seem to be able to comment so I'll post an answer instead.
What would fit with your symptoms is that your shaderFOO.getProgramHandle() and shaderBAR.getProgramHandle() might return the same, for example if the stored program handle is overwritten with subsequent calls.
Hard to say without the ShaderLoader class, however."
0.0,2014-10-06 12:07:39.140000+00:00,"Try this code 
Css Style :"
1.0,2014-10-06 12:07:42.867000+00:00,"Linq-To-Entities doesn't have a mapping for  to SQL.  So, instead you have to break it down into the Year, Month, Day, and Hour to get the results you are looking for.
Then when you consume  you can put the date parts back together."
0.0,2014-10-06 12:07:58.807000+00:00,"User is a keyword, so to access a column ""user"", you have to put it into square brackets:"
1.0,2014-10-06 12:07:59.930000+00:00,"Cloudinary supports uploading from DATA URLs (Base 64). For more information:
http://support.cloudinary.com/entries/25785301-How-to-upload-Base64-data-to-Cloudinary-using-Post-Request"
0.0,2014-10-06 12:08:03.747000+00:00,Here the + refers to ORing and . refers to ANDing operations. (A'C')+(A'C') means that A's complement is ANDed with C's complement which is ORed with the ANDing of A's complement with C's complement.
3.0,2014-10-06 12:08:09.410000+00:00,Try this
4.0,2014-10-06 12:08:11.920000+00:00,"Because that's how you iterate over an object, not an array.
The standard for loop will return only the results you expected: 
To remove all the classes from them, use this inside the loop: 
To remove just a specific class: 
If you want to remove the whole element attribute (not just reset classes), use: 
See all three examples in action here: http://jsfiddle.net/vr9mm2vk/1/"
0.0,2014-10-06 12:08:18.030000+00:00,"It's means that your application was ran under administrator, so you can kill it only under administrator too.
Try too launch application under another user.
Hope this help."
-1.0,2014-10-06 12:08:20.263000+00:00,If you have more then one browser (using java 8)
1.0,2014-10-06 12:08:24.270000+00:00,"Use a standard  loop (instead of a  loop) so you only hit the numeric properties. 
Currently you are hitting all the properties including, for example, ."
138.0,2014-10-06 12:08:32.020000+00:00,"In Java 8 you can do this
which will print all files in a folder while excluding all directories. If you need a list, the following will do:
If you want to return  instead of  just map it:
You also need to make sure to close the stream! Otherwise you might run into an exception telling you that too many files are open. Read here for more information."
0.0,2014-10-06 12:08:38.610000+00:00,"But one should iterate over the arrays, and also check for nil results in some cases, especially when retrieving the outer array element.
And for testing insert NSLog statements after each step."
1.0,2014-10-06 12:08:38.950000+00:00,You can use something like:
0.0,2014-10-06 12:08:39.123000+00:00,"try using the @media css3 types to refine based on the device resolution
for example
@media (max-width: 480px) and (max-height: 200px){.modal{ height: 150px}}"
1.0,2014-10-06 12:08:58.597000+00:00,"  OS is windows 8 64-bit [...]
  ValueError: No backend available 
Allow me to translate: You forgot to install the correct USB driver. 
USB devices need a driver to work in Windows. Look at PyUSB website for details, and use Zadig to generate and install the driver (e.g. LibUSB-Win32) for you. This program takes care of the certificate that Windows 8 wants to see for your drivers inf file.
Btw: The VID you should use for USB development is ."
2.0,2014-10-06 12:09:04.770000+00:00,"Your program have infinity cycle and therefore calls . If U want to loop cycle from end U need to decrement your  variable. Write  instead of  and change your cycle condition on . To loop from start to end of your string change  on  and your cycle condition on . You can choose a lot of different ways to solve this problem, but the main thing that you have understood the point."
1.0,2014-10-06 12:09:06.760000+00:00,You can't traverse actor hierarchy directly. However you could subscribe your every actor to Event Bus and then have one actor to send a Path Report message to the Event Bus and gather all the responses.
0.0,2014-10-06 12:09:09.530000+00:00,"seems unordered_set is suitable for your requirement.
PS: Pls remember all elements in this set are immutable"
1.0,2014-10-06 12:09:17.470000+00:00,"You are not missing anything. I guess your workspace is corrupted, just try with brand new one, it should solve the deployment issue!"
2.0,2014-10-06 12:09:22.470000+00:00,Use  and . 
1.0,2014-10-06 12:09:25.183000+00:00,Now this is a kind of challenging question. in order to do this you will need to separate the body into shapes. For example head is like a globe and neck as a cylinder. so as you consider head like a globe then you can get the usual 'd' and calculate volume same as the cylinder.  For the lower body you can treat it as a box having height and width.There you can get the depth by getting the side view of the person. Anyway it is impossible you to calculate exact amount of volume with a different way.   
2.0,2014-10-06 12:09:29.340000+00:00,"To get the the last line of a text file you can use this
This is the simplest method, but is inefficient. You can write your own parser as show here"
0.0,2014-10-06 12:09:32.953000+00:00,"For those looking for manual non-programmatic solution:
http://www.translationtribulations.com/2010/06/cleaning-up-superfluous-tags-in-docx.html 
I've tested that free-trial of memoQ 2014 can indeed be used as a bulky workaround for cleaning Word spell tags.
Still looking for an easier ready-out-of-the-box tool."
1.0,2014-10-06 12:09:46.137000+00:00,Checkbox padding behaves differently before/after API 17. See this answer for a quick example of how to work around this. The same question contains more discussion of the underlying cause if you are interested.
0.0,2014-10-06 12:09:49.467000+00:00,"With Castle 3.0, the way to do this is as follows:
And then, assuming you have the necessary details in your  or are fine with the defaults:"
0.0,2014-10-06 12:09:49.613000+00:00,"Make sure both your Application-app.xml from the src and from your bin-debug folder contain the NAME_OF_THE_EXTENSION_ID tag matching exactly what is being called in your ExtensionContext.createExtensionContext(NAME_OF_THE_EXTENSION_ID,null) inside the source code of the ANE. If they don't match you'll not be able to set the external context in the initialization. That should also match the alias from your RemoteClass descriptor before the class declaration. I hope it's helpful info."
3.0,2014-10-06 12:09:52.993000+00:00,"Simply use  instead of 
The reason is  will select all of the next s instead of just selecting the next one.
To toggle the other accordions back you need to get them and fade them out 
How it works. "
5.0,2014-10-06 12:09:59.157000+00:00,Here is a general solution based on update-in:
