id,title,body,accepted_answer_id,answer_count,comment_count,community_owned_date,creation_date,favorite_count,last_activity_date,last_edit_date,last_editor_display_name,last_editor_user_id,owner_display_name,owner_user_id,parent_id,post_type_id,score,tags,view_count
12803951,sort DataTable on one column independent of other columns,"I create a two column  (id, name):
The  named  is  (e.g. identity).
Then I read a file, and add each line of the file as a row.
Next, I sort the  on the  named  using a :
Problem is, the  column gets sorted when I would prefer it not (basically I just want to sort the  column independently of the other column).
Only solution I could find was to have an intermediate step where I populate a  with the file lines, then sort that, then populate the table.  Wondering if there was a more elegant (simple) solution?",12804025.0,2,2,,2012-10-09 15:59:32.147000+00:00,,2012-10-09 16:39:53.693000+00:00,2012-10-09 16:16:40.280000+00:00,,1220971.0,,1169578.0,,1,0,c#|datatable|dataview,1018
12803949,Move to Previous AVPlayerItem AVQueuePlayer,"Trying to allow user to skip backwards in AVQueuePlayer while preserving the original AVQueuePlayer collection. For instance, user hits back button twice and resumes listening from previous position. Referring to this Skip to Previous AVPlayerItem on AVQueuePlayer / Play selected Item from queue - appears to dump all items from queue and play only a specified item. Without having to re-initialize/populate queue every time, is there a way to skip back and have queue resume its flow to completion?
Thank you",,1,0,,2012-10-09 15:59:27.357000+00:00,,2012-12-07 11:40:32.593000+00:00,2017-05-23 11:43:12.853000+00:00,,-1.0,,734631.0,,1,1,ios5|avplayer|avqueueplayer,1210
12803942,Secure FTP with org.apache.commons.net.ftp.FTPClient,"Is there a way I can implement a secure FTP with ?
If not, what are other options for Java?",22796073.0,5,0,,2012-10-09 15:59:03.040000+00:00,11.0,2019-09-18 11:01:50+00:00,2015-01-12 13:04:17.150000+00:00,,850848.0,,1725253.0,,1,23,java|ftp|sftp|apache-commons|ftp-client,81355
12803941,Custom SplitContainer,"I'm using standart SplitContainer - very useful thing, but sincerely it looks a little ugly. I took a look through other kind of SplitContainer implementation for ex. FireFox.
Could You tell me - how to custom draw the Split bar in order to look a little nicer or at least how's in FF?",,2,0,,2012-10-09 15:58:54.260000+00:00,,2012-10-10 09:57:10.220000+00:00,,,,,752079.0,,1,1,c#|winforms|controls|splitcontainer,1601
12803940,Does Visual Studio 2012 Support XAML 2009?,"I know 2010 didn't, but does 2012?
UserControls and Windows still seem to be auto-created with 2006 namespaces...",12809937.0,1,0,,2012-10-09 15:58:44.260000+00:00,,2012-10-09 23:36:40.727000+00:00,,,,,326518.0,,1,6,xaml|visual-studio-2012,949
12803939,Extra spaces in iOS export file when writing as UTF16,"When I'm saving a simple text file from my iPhone app as NSUTF16StringEncoding, it seems to like adding an extra 'space' at the start of each new line that I add. This is some rough code detailing what I'm doing (not exact, and not necessarily executable as is).
The resulting text file ends up being something like:
  test row 1
  &nbsp;test row 2
  &nbsp;test row 3  
Can anyone suggest why that is ? It works fine when exported as UTF-8.
Thanks.",12805197.0,1,0,,2012-10-09 15:58:30.973000+00:00,1.0,2012-10-09 17:24:15.190000+00:00,,,,,355473.0,,1,1,objective-c|ios,379
12803936,Visual C++ Learning MFC,"I'm currently in the process in the learning of MFC, first of all, do anyone of you know know a site where it is explained where each single event is explained, e.g. When you click New in the ribbon, this event is triggered there.
And in fact this is my question, when you click file in the ribbon, and then click new(from the template of mfc), where is it executed, because i can't find it?
Thank You",12807894.0,1,2,,2012-10-09 15:58:23.447000+00:00,,2012-10-09 20:26:40.760000+00:00,,,,,1492812.0,,1,0,c++|debugging|events|mfc|ribbon,275
12803934,Haskell: Filtering a list using a list of rules,"So I've got a list of items (Recipes) that I want to filter based on a ruleset,
where each rule is a function :: Recipe -> Bool. I want to apply these rules to each item in the list, and I've been doing so using the following function:
There must be a way to apply the array without explicitly saying ""rule0 &amp;&amp; rule1&amp;&amp; ...""
Does anyone know a way? I know that 'map' applies one function to a list.. And zipWith multiplies an array by an array.. There must be another function to perform this task! 
I've also been thinking that maybe I can pass ruleset to testRules as a parameter and recursively go through the set of rules:
However, I don't know how to provide the head of the function (testRules :: )
Cheers for any help!",12804268.0,5,0,,2012-10-09 15:58:18.103000+00:00,1.0,2012-10-09 17:01:21.327000+00:00,,,,,962996.0,,1,3,haskell,237
12803930,Rotate image_button,"I have a image button 
And I need to turn it for 45 degrees.
The problem is, I need to button_Click only inside cube, for a moment I can click in * area, but I should remove it.
What ways have to remove Click from ** area ?",,2,0,,2012-10-09 15:58:13.027000+00:00,,2012-10-09 16:08:03.017000+00:00,,,,,1678649.0,,1,3,asp.net|css,477
12803919,Mercurial: Force delete after remote hg update hook,"We have a hook setup on our remote repositories to automatically update the repo after it receives a push.  It works great except when we locally delete a file and then push.  We receive messages like this:
It automatically pickes 'c'.  Is there a way for us to have Mercurial use 'd' and delete the file instead?
Here are the hooks, also posted in the comments but hopefully linebreaks are preserved here:
The .sh file resets some permissions after the hg update.",,2,2,,2012-10-09 15:57:27.497000+00:00,0.0,2017-06-19 12:14:27.230000+00:00,2012-10-10 16:55:26.397000+00:00,user647772,,,715446.0,,1,0,mercurial|mercurial-hook,288
