id,title,body,accepted_answer_id,answer_count,comment_count,community_owned_date,creation_date,favorite_count,last_activity_date,last_edit_date,last_editor_display_name,last_editor_user_id,owner_display_name,owner_user_id,parent_id,post_type_id,score,tags,view_count
26339471,NoSuchMethodError for calling an Enum subclass type's valueOf() with reflection?,"Luckily, to solve this problem of mine, I could use Java: instantiating an enum using reflection (the following line:  ), however I am still curious why it didn't work initially.
I tried calling my own Enum subclass's  method using reflection, but it threw a .
A minimal example is the following:
and
Which throws:
I thought  was a static method, why does it not exist? What am I doing wrong?",26339522.0,1,0,,2014-10-13 11:58:41.897000+00:00,,2014-10-13 12:01:05.837000+00:00,2017-05-23 10:25:59.140000+00:00,,-1.0,,2413303.0,,1,0,java|reflection|enums|static-methods|value-of,1442
26339469,R Shiny: Remove specific rows borders in table,"I have created a table in R/Shiny with 7 rows where the 2nd and the 5th are blank (as the arrows indicate).
I am trying to completely remove all vertical borders in rows 2 and 5 via css and finally present the table as having three seperate sections  The table's id is Statistics I and this is my attempt in css: 
The last section is my attempt to make this happen but unfortunatelly it doesn't",26339666.0,1,0,,2014-10-13 11:58:35.930000+00:00,,2014-10-13 12:08:24.503000+00:00,,,,,3523916.0,,1,1,css|shiny,616
26339468,Unable to connect to beacon service,"I'm trying to use ""android-beacon-library for detecting beacons"" in Android. But I keep getting ""Cannot contact service to set scan periods"" in the log and beacons are not getting scanned. Any suggestions? ",26347749.0,1,2,,2014-10-13 11:58:33.663000+00:00,1.0,2014-10-13 19:46:00+00:00,,,,,2334759.0,,1,1,android|ibeacon|android-ibeacon,1477
26339466,Transform-Style preserve-3d in internet explorer CSS not working,"I got a website Working in Opera Chrome and Firefox but it gets messed up with the preserve-3d feature in Internet Explorer.
Is there a way to fix this just for the internet explorer css code and leave the other browsers code as it is right now?
I hope thats possible.
Css:
HTML:
IF you click on the .flip-container class the .flip class gets removed and the textbox will show up with a nice effect. This doesnt work in Internet Explorer.
Thanks for helping!",26339839.0,1,0,,2014-10-13 11:58:32.897000+00:00,,2014-10-13 12:17:58.937000+00:00,,,,,4073992.0,,1,0,jquery|html|css,3691
26339462,How to prevent an applications DLL to be decompiled?,"As I know there are some applications that decompile DLLs to get source codes from application files.
Not only I don't want others to have the sources but also I don't want others to use them, I mean the DLL files. so how should i lock the DLLs and how safe they are ?",26339832.0,3,5,,2014-10-13 11:58:18.240000+00:00,,2015-09-20 07:16:39.657000+00:00,2015-07-19 12:38:05.053000+00:00,,4022530.0,,4022530.0,,1,1,wpf,422
26339460,How map <leader>char in Vim?,"I just installed vim-indent-guides plugin.
The default mapping to toggle the plugin is  and I want to remap this to Ctrl-i.
These are my attempts:
I have a similar approach to switch to relative numbers with Ctrl-n and it's working:
What's wrong with the  key?",26339613.0,1,0,,2014-10-13 11:58:12.557000+00:00,,2014-10-13 12:05:13.570000+00:00,,,,,462015.0,,1,0,vim|plugins|remap,388
26339459,The import com.android.packageinstaller cannot be resolved,"How can I use packageinstaller to install apps programmatically in Android? If I try to use 
I get ""The import com.android.packageinstaller cannot be resolved"" error.
When I try directly use PackageManager I cannot use installPackage function:
How could I install 1.app obtained my web server by the other? Is it possible at all?",,1,3,,2014-10-13 11:58:12.537000+00:00,,2014-10-13 13:06:32.477000+00:00,,,,,3545570.0,,1,-1,android,550
26339458,"Ruby: Trying to ""Update_all"" but getting ""NameError: uninitialized constant""","this is the first time I try to write a ruby migration script (I want to update the value of a col for a specific row).
I have a table called ""events"" with cols ""e_id"" and ""e_text_en"". I want to update the ""e_text_en"" value of the row with ID 6.
In SQL it would be
My ruby approach: (20141013130000_update_broken_event_texts.rb)
But this gives me the error ´NameError: uninitialized constant´
While I searched for a solution I found some advises that tables are called in singular, but even when I try  instead of  I get the same error.       
Can anyone help me to correct my ruby?
Versions used:
edit: Addional infos
Our Schema is created via sql-File. We started to use migrations a short time ago and this is the first update-one. The first two migrations where table-changes. We don't have any ´app/model´ files yet, becuase the other migrations worked without any, e.g.:",26340192.0,3,7,,2014-10-13 11:58:11.730000+00:00,,2014-10-13 12:37:52.583000+00:00,2014-10-13 12:12:23.353000+00:00,,2154300.0,,2154300.0,,1,0,ruby-on-rails|ruby,514
26339456,Are height:0 and width:0 needed if applying a display:none already?,"I'm applying a  to a class. Is adding  and  necessary?
I've seen them being used at some places, so does it solve some bug with older browsers?",26339584.0,2,0,,2014-10-13 11:58:07.740000+00:00,,2017-01-17 11:51:20.003000+00:00,2017-01-17 11:51:20.003000+00:00,,3448527.0,,3622907.0,,1,2,css,105
26339454,need a new pair of eyes to find out why my quads aren't being colored,"i am making a opengl engine for learning purposes and in a later stadium develop some games/apps with it. Now with the newest iteration of my engine i cant seem to find out why my quads aren't being colored.
Each vertex is composed of 4 coords (x, y, z, w)and 4 colorcoords r, g, b, a. As far as i can tell the values i pass into the vertices are correct
The offset calculations are hidden away in a seperate static class. i have added it at the bottom of the post.
My render call is in another class that i call after i passed through the vaoId, vboIID, the amount of indices and the pId
Seperate static class with offset calculations
As far as i can tell my offset calculations are correct. I had positions reserved for texture mapping but i removed them to see if those aren't causing any problems.
A full version of the code is at github https://github.com/darR3Ke/EngineWorks-2.0",26340053.0,1,0,,2014-10-13 11:57:59.180000+00:00,1.0,2014-10-13 12:29:33.087000+00:00,,,,,3792792.0,,1,0,java|lwjgl,68
26339452,How should be htaccess rewrite rule?,"example adress: mysite.com/search/?q=notebook
my rewrite rule; 
this rule ignore = characters.
How should be htaccess rewrite rule for accept this special character?",26339687.0,1,1,,2014-10-13 11:57:50.797000+00:00,,2014-10-13 17:33:35.050000+00:00,2014-10-13 12:05:05.840000+00:00,,548225.0,,2565902.0,,1,-1,.htaccess|getparameter,39
26339450,how can i get a string of an element of a list of classes in scala,"I have a List of a class where the class is defined like:
case class Role (role_id, elem2, elem3) 
well sort of...
so if I have a List of those as roles: List[Role]
how can I get a string of the role_id's so that if my list had 4 Roles in it my string might look like
""3 6 8 9"" ?
or better still how can i add some string to it so i can get ""3, 6, 8, 9"" ?
im having to craft some sql and want set based operations instead of looping. I feel i should flatten or something but i cant think
Thank you
Martin",26339647.0,1,0,,2014-10-13 11:57:47.010000+00:00,,2014-10-13 12:15:24.443000+00:00,,,,,1863963.0,,1,0,list|scala,39
26339448,Laravel quick start guide route return 404,"So I am a new Laravel user，I just went straight to the documentation to get started.but I get a question:
In app/routes.php,I  write like this:
When I hit 
it works fine;When hit:
it returns 404;My environment  nginx.",,1,1,,2014-10-13 11:57:39.967000+00:00,,2014-10-13 12:49:11.527000+00:00,2014-10-13 12:15:53.063000+00:00,,4137274.0,,4137274.0,,1,0,laravel-4|routes|http-status-code-404,105
26339446,How to read Logback configuration file from path outside the war file?,"I have a requirement where I want to place all logback configuration outside the war file.
Presently I have placed my configuration file (logback.xml) on the classpath.
I am using the JBOSS EAP web application server, kindly suggest how to achieve the same. ",26399138.0,2,1,,2014-10-13 11:57:39.060000+00:00,,2020-01-04 05:56:01.033000+00:00,2014-10-13 12:26:08.313000+00:00,,1113542.0,,1113542.0,,1,1,java|jakarta-ee|configuration|logback,2690
26339442,BIgQuery Response are very slow,"In the last 7 hours, all my bigquery queries responses are taking more 
than hour,what usually should take few minutes.
Is anyone can know what can cause to this?",,1,2,,2014-10-13 11:57:10.337000+00:00,,2014-10-14 09:42:27.743000+00:00,,,,,4032830.0,,1,4,google-bigquery,667
26339437,Deserializing Xml string into object with List<>,"I'm trying to deserialize a xml string to a custom class, but I can get my ""Riesgo"" field filled with asegurado class:
I have tried several things but the List inside Riesgo always come null.",26339631.0,1,4,,2014-10-13 11:56:23.743000+00:00,,2014-10-14 06:01:07.087000+00:00,2014-10-14 06:01:07.087000+00:00,,1061636.0,,1061636.0,,1,3,c#|.net|xml|deserialization,490
26339430,Android facebook post on wall like twitter,"I would like to create intent for facebook like this example for twitter 
I have read a lots of articles where I found out this way (intentIntent.putExtra(Intent.EXTRA_TEXT, """" )) is not possible for facebook.
So my question how can I do achieve my goal ? I simple want to post text to user's wall.",26340757.0,3,0,,2014-10-13 11:56:10.753000+00:00,,2014-10-13 13:08:22.680000+00:00,,,,,2629828.0,,1,0,android|facebook|post,284
26339420,Wordpress is_page_template query,"i use a Plug-in on my wordpress site which uses a query to show search results, thats the code of the query:
The search should only display results from pages who uses a specific page template (mytemplate.php)
I found the Docs http://codex.wordpress.org/Function_Reference/is_page_template who explain this, but i dont get it to work inside the above query.
any help would be nice :) thx   ",,1,0,,2014-10-13 11:55:29.070000+00:00,,2014-10-13 12:03:02.490000+00:00,,,,,3091183.0,,1,0,wordpress,310
26339419,tokbox-opentok passed to one side only,"I am using tokbox trial for video chatting on my website. But the problem i am facing is that ::: User 1 can see and hear User 2 clearly. User 2 can see User 1 clearly, but user 2 couldnt here user 1. And code i am using
Thanks in advance",,1,0,,2014-10-13 11:55:26.467000+00:00,,2014-10-15 16:37:02.823000+00:00,,,,,2169003.0,,1,0,javascript|opentok|tokbox,406
26339415,Apache shows a directory listing instead of starting an application,"when i browse in localhost/PhpMyAdmin i see the content of the directory with the title:
Index of /PhpMyAdmin
instead of starting the application.
System info:
Windows 7 professional 64bit
Apache 2.2
PHP 5.3.5.0
MySql Server 5.6
PhpMyAdmin install from phpMyAdmin-4.2.10-all-languages.zip file
Same result using both config.default.php and config.inc.php in the PhpMyAdmin directory.
Thank you in advance for your answer",,1,0,,2014-10-13 11:55:18.583000+00:00,,2014-10-14 02:54:26.643000+00:00,2014-10-14 02:54:26.643000+00:00,,2385479.0,,4137233.0,,1,1,apache,1869
26339414,why jenkins has many folders for one job,"Today, one of my jenkins slave ran into disk problem. There are a lot of folders for one job.
e.g.
These folders use a lot of disk space. Could I delete them manually? What causes this situation?",26364419.0,1,0,,2014-10-13 11:55:17.893000+00:00,,2014-10-14 15:19:57.147000+00:00,,,,,531116.0,,1,2,jenkins,34
26339413,Mobile network operator searching selection on demand in android?,"I am doing one project where it requires to search mobile network operators available for current location by help of the application and registering the operator by  application pro grammatically?
Please help me to resolve the issue.
Thanx in advance",,0,2,,2014-10-13 11:55:16.453000+00:00,,2014-10-13 13:20:19.867000+00:00,,,,,4129773.0,,1,0,android|networking|selection,780
26339412,How to email to multiple users via x-smtpapi?,"I am utilising both sendgrid-python and smtpapi-python libraries.
I am trying to set the  header in order to send the same email to multiple users.
However I get the exception.
Any idea what I am overlooking?",,2,0,,2014-10-13 11:55:13.673000+00:00,,2017-04-04 14:56:46.817000+00:00,,,,,92153.0,,1,0,python|sendgrid,499
26339411,Identify language of characters in String in VB.net,"One of the functions in my web service receives data in different languages
Russian
Romanian
English
Arabic
I want to write a function that identifies the language that the characters in the received string belong to.
I have already found one for the Arabic language:
But I can't find anything on how to identify Russian or Romanian.
Any help would be appreciated.",,1,3,,2014-10-13 11:55:11.163000+00:00,,2014-10-13 12:49:02.010000+00:00,,,,,2378622.0,,1,0,vb.net,1400
26339410,Find a particular string in an string array,"I am trying like this:
It is passing for the same string. But I want it to get passed even if there are no spaces between the string.
I want it to get passed with both the string:
  ""Order 1 QTY""
  ""Order1QTY""
I want to check for just string excluding spaces.",26339576.0,3,3,,2014-10-13 11:55:05.910000+00:00,,2014-10-13 12:12:00.543000+00:00,2014-10-13 12:06:19.677000+00:00,,4078718.0,,3913587.0,,1,0,c#,99
26339405,jQuery POST default post fields,"I know that we can add some default options (settings) to POST request in jQuery, but my question is the following : Can I add a default field with value to the POST so it will be sent with each post request?
For example : if I have :  and I send them with  method, I want PHP to receive it as : 
P.S: I know that I can add fields to the form using  or methods like this or directly to the array of data before , but it will be much better if I will be able to add it as default option. (Field I need will be request token, so PHP won't process datas if this key is not set)",26339470.0,2,1,,2014-10-13 11:54:51.677000+00:00,,2014-10-13 12:35:02.623000+00:00,,,,,572737.0,,1,0,php|jquery|post,74
26339404,Find Replace in .txt files in a directory,"I have a lot of script files (all files have SQL or Trans SQL) say around 2000 files that we used to add with the passage of the time. Now the problem is that in most of the scripts the owner of the database object is not defined and due to my current requirement I must have to set the owner of the database object. How can I update all the script files easily.
One approach is to open each file look for create word and replace/append the owner name before the create key word. I want to do it for all the script files in the directory.
Any ideas?
I want something like find replace.
Many thanks in advance.",,0,4,,2014-10-13 11:54:44.343000+00:00,,2014-10-13 11:59:11.107000+00:00,2014-10-13 11:59:11.107000+00:00,,330315.0,,4102248.0,,1,0,windows,29
26339401,Visual Studio 14 vnext EntityFramework,"I am trying to build the latest EntityFramework 7 from github.  To accomplish this I have a clean VM from azure for CTP 4.  I cloned the repository, brought up a cmd prompt typed build initialize.  It restores the packages.  I then type build and it crashes with the same stack trace all the time provided here:
Another sign that something is wrong is, when I open the EntityFramework project in VisualStudio 14 CTP 4 and look at the references in the EntityFramework project under src it has a yellow triangle and no dependencies are listed.",,0,7,,2014-10-13 11:54:36.290000+00:00,,2015-02-05 20:55:21.547000+00:00,2015-02-05 20:55:21.547000+00:00,,19635.0,,4137289.0,,1,0,entity-framework|asp.net-core|entity-framework-core,193
26339396,Moving Rows Up and Down in DataTables using buttons in toolbar,"Here is the JSFiddle example of table I'm using. I'm getting ID of selected row using .
So I need to code a function so that when the user wants to move row 51 to row 3. (user click on row 51 and then clicking on button UP it moves row by one row up until row 51 is on position 3). I also need to all rows to dynamically renumber when clicking on button UP or DOWN button.",,0,6,,2014-10-13 11:54:27.997000+00:00,,2016-12-14 21:08:19.987000+00:00,2016-12-14 21:08:19.987000+00:00,,771496.0,,2631534.0,,1,0,javascript|jquery|html|datatable,1171
26339393,Proper TransactionScope for nested transactions,"I want to set 1st transaction scope to anything (something general) and always set the isolation level in the 2nd transaction scope. Is this possible? 
The error is thrown by the second using statement :  The transaction specified for TransactionScope has a different IsolationLevel than the value requested for the scope.
Current error is that 1st transactionScope is default to Serializable and i cannot add new data, but in repeatableRead i can add data. ",26341811.0,1,0,,2014-10-13 11:54:25.183000+00:00,,2019-01-07 19:02:44.613000+00:00,2019-01-07 19:02:44.613000+00:00,,2204877.0,,2204877.0,,1,1,asp.net|transactionscope,235
26339391,Celery - one task in one second,"I use Celery to make requests to the server (in tasks). I have hard limit - only 1 request in one second (from one ip).
I read this, so its what I want - 1/s.
In celeryconfig.py I have:
But I have the messages, that I have too many requests per second.
In call.py I use groups.
I think, rate_limits does not work, because I have a mistake in celeryconfig.py. 
How to fix that? Thanks!",,1,2,,2014-10-13 11:54:22.820000+00:00,1.0,2014-10-13 14:14:09.997000+00:00,,,,,1751039.0,,1,0,python|celery,669
26339390,Can i use Polymer in native iOS WebView?,"I need to use Polymer in my web based iOS app. The Cordova/Phonegap is the last solution. I readed this question: Can I use polymer/web components in a native android app w/o Cordova? Can i do this in iOS?
Thank You!",26785567.0,3,0,,2014-10-13 11:54:20.413000+00:00,1.0,2014-11-24 22:08:41.923000+00:00,2017-05-23 10:30:31.840000+00:00,,-1.0,,1037096.0,,1,4,ios|xcode|webview|native|polymer,3720
26339389,jQuery Mobile wait until page list-view loads,"I'm currently developing a small JQM + PhoneGap app (new at this) and got the following issue, I'm loading data from a JSON (which is local, no AJAX yet) to a list-view, the problem comes when I load the  page the css of the list-view takes a little time to load and you can see the bulleted list for a half of a second. Here is a portion of the code which I think is involved 
This function is triggered when clicked a button
Thanks in advance!",26339510.0,1,1,,2014-10-13 11:54:19.270000+00:00,,2014-10-13 12:00:42.347000+00:00,2014-10-13 11:57:34.707000+00:00,,1771795.0,,2295410.0,,1,0,javascript|jquery|ajax|jquery-mobile|cordova,78
26339387,Change the text of UINavigationController not working in Swift,"I have an app which has 5  and the  is attached to a  and the others are connected by . Now, I want to add a title to the . I have tried different things in  and :
The  that I am calling this is like this:
Where,  is declared like this:
The runtime error is:
What can be the error? I am stuck since the last 5 hours here.
I am trying to set the title different in different .",,1,0,,2014-10-13 11:54:13.030000+00:00,,2015-07-22 22:21:58.927000+00:00,2015-07-22 22:21:58.927000+00:00,,4850561.0,,919280.0,,1,0,ios|objective-c|swift,120
26339385,C - send multiple messages over a single socket - Data not transferred until I close the socket,"I am attempting to have a TCP communication from my laptop to a SoC board where I send one message to initiate a process and It sends me a series of status messages until it has completed the process. This means that I would call send() multiple times over the socket from the SoC. The problem is that my laptop does not receive any status message unless the socket connection is closed by the SoC. As soon as the socket closes, I get a burst of all the data that the SoC sent. Is there a way to make this communication realtime so that I get the status messages immediately as it sends?
Code on the SoC that sends the data: This function is called multiple times:
Code on my Laptop:",,2,6,,2014-10-13 11:54:11.347000+00:00,,2014-10-13 22:22:17.970000+00:00,2014-10-13 22:22:17.970000+00:00,,2963467.0,,2963467.0,,1,0,c|sockets|tcp|send,927
26339384,Skeleton list isn't available with DocPad run command,"When I use the command , I have only one choice with Skeleton because I get an error when DocPad tried to updating exchange.
The output of this command:
Information about my configuration  :
May be a proxy problem, but  and  work fine with my configuration proxy.
Any idea how to fix this?",,0,2,,2014-10-13 11:54:04.797000+00:00,,2015-02-19 16:49:03.773000+00:00,2015-02-19 16:49:03.773000+00:00,,1245190.0,,4137262.0,,1,1,docpad,132
26339383,How to start the camera activity by shaking the phone,"I have building an app, my objective is to start the camera activity from service by shaking the phone.
I can launch the toast but not an activity.
Instead of displaying a toast i want to launch the camera activity. Here is my code, how to launch an camera activity by shaking.
Background_service.java
ShakeEventListner.java",26339485.0,1,0,,2014-10-13 11:54:02.773000+00:00,5.0,2014-10-14 03:49:00.207000+00:00,2014-10-14 03:49:00.207000+00:00,,3946794.0,,3946794.0,,1,0,android|android-service|accelerometer|android-sensors|android-camera-intent,1134
26339380,jQuery code does not work in Safari for Windows,"I have written the code below in my javascript file:
It is working fine in all browsers including Safari for Mac. But the same code is not working in Safari for Windows.
I have also tried,",26501417.0,2,4,,2014-10-13 11:53:53.197000+00:00,,2014-11-29 16:19:25.727000+00:00,2014-11-29 16:19:25.727000+00:00,,209139.0,,4100337.0,,1,-1,javascript|jquery|safari,468
26339379,iOS cocoa retain variable block,"I need to retain a variable inside a block because i have to pass it to a method out of the block. I dont know how to achieve this.
I tried also doing this but no success:
How can i retain ""myFile"" for use outside of the block?
Need help please. Thanks in advance.     ",,1,6,,2014-10-13 11:53:51.283000+00:00,,2014-10-13 18:56:16.760000+00:00,,,,,3065901.0,,1,0,ios|cocoa|variables|block|retain,66
26339378,How show loading window in async query?(or may be sync),"i have:
And myMask hidden before window[data] loading on site(client).
I try set async: false and myMask not show(i try and beforeSend too).
P.S. i have:
xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx",26339472.0,1,0,,2014-10-13 11:53:50.760000+00:00,,2014-10-13 12:10:35.990000+00:00,2014-10-13 12:10:35.990000+00:00,,2111023.0,,2111023.0,,1,1,javascript|jquery|extjs,93
26339376,"EBS not redirecting to magento website after payment, shows 503 error","I have this strange problem. I have integrated EBS payment gateway with magento website. When the user checks out using the credit/debit card option , he is redirected to payment gateway. after the success/failure of the payment, it keeps loading and returns an error saying service not available with 503 Error. I am still trying to figure it out. any help would be greatly appreciated. ",,0,5,,2014-10-13 11:53:45.217000+00:00,,2014-10-13 11:53:45.217000+00:00,,,,,2023942.0,,1,0,magento|redirect|payment-gateway,202
26339374,SPA Authentication AngularJS -> PassportJS -> MongoDB,"I am trying for days to setup Passport on SPA page. On Client Side I am using AngularJS $http and generally it's working.
My problem is on server side code, i am new to passport and still cant figure it out how to make it work without redirect thing. My passport setup is below:
If there are clear example on SPA Authentication with passport please show me.
Overwise can you show me where I am mistaking in my server side code?",,0,2,,2014-10-13 11:53:35.053000+00:00,,2018-12-06 11:58:34.567000+00:00,2018-12-06 11:58:34.567000+00:00,,1033581.0,,2073186.0,,1,0,node.js|angularjs|mongodb,91
26339373,display volume view/ MPVolumeView iphone-sdk,"I have developed a video player application and I am also changing the volume of music player from my application. So I want to display default volume change view/indicator when volume is change from my application. So please suggest.
I am using below code for change the volume:",,0,7,,2014-10-13 11:53:34.410000+00:00,,2014-10-13 11:53:34.410000+00:00,,,,,397636.0,,1,0,ios|iphone|mpmusicplayercontroller|mpvolumeview,289
26339371,Line and intersection based pathfinding,"I am trying to develop a pathfinding algorithm that finds the closest path to a point by tracing a line from the initial position to the final position.  Then I test for intersections with obstacles ( all of them in my game are rectangular ) and then draw two new lines, one to each of the visible corners of the obstacle.  Then, I draw lines from those two corners to the endpoint and repeat the intersection test for each branch of the path.
My question is this: how do I propagate my branching paths in Lua without recursion?  It seems like it would be pretty easy with recursion, but I don't want to risk a stack overflow and a crash if my path gets too long.
If there is a technical term for the technique I am using, please tell me.  I like to do my own research when I can.",26395621.0,1,0,,2014-10-13 11:53:21.007000+00:00,0.0,2014-10-16 03:11:39.567000+00:00,2014-10-13 15:05:25.003000+00:00,,646619.0,,3014065.0,,1,0,recursion|lua|line|path-finding,130
26339369,Unable to navigate to index action in my model,"Ok, new to Rails. Trying to create an ecommerce app from scratch. Defined an  model to track my orders and  model to track each of my order in my cart. i want to add a button to my Order page that lets me add more items to my cart. In the  for Order, I am writing the following 
This link takes me to the create action of the Products model, instead of the index action. I tried to change the path to  which lists all the products in my Product model, but again the link takes me to the POST request instead of GET, showing me error. Please help!",,1,0,,2014-10-13 11:53:11.857000+00:00,,2014-10-14 04:52:12.623000+00:00,2014-10-13 12:56:07.237000+00:00,,3419341.0,,4124687.0,,1,0,ruby-on-rails,55
