score,creation_date,body
1.0,2014-10-15 23:59:26.243000+00:00,"I have an app setup using ember-cli 0.1.1 and I'm using ember-simple-auth (along with devise cli plugin) for login. In my application template, I have a menu with a conditional wrapped around it:
The problem is that after a successful login, I transition to another route and if I immediately open the menu, the non-authenticated menu is what appears.  If I refresh, then I get the correct menu contents.  I'm looking for a way to updat session.isAuthenticated after a successful login, prior to transitioning to the new route.  Thanks in advance for any help."
2.0,2014-10-15 23:59:04.687000+00:00,"This is my code for handling when things are pressed in either area1 or area2. 
I am trying to make it so that when one area's text is updated, it updates the second area's text with the same text and vice versa. How would I go about doing so? One field is for encrypting something and the other for the decrypted values and vice versa."
0.0,2014-10-15 23:59:02.880000+00:00,"I’m new to D3.js &amp; am trying to add a transition to an svg color change, but I’m getting Uncaught ReferenceError: isFinitDatae is not defined. 
The svg circles that need to change color are set up like this:
I have multiple buttons, and the color changes depend on which button is clicked. I tested clicking all of the buttons multiple times, and the color changes always work properly with this code:
…but when I add transition, duration &amp; ease the transition only works the first time a button is clicked, and the “Uncaught ReferenceError: isFinitDatae is not defined” is thrown:
Any ideas about how to fix the error, since this is working without the transition? 
Any help is appreciated, thank you.
UPDATE: &amp; here's where the updateMarkers is called:"
1.0,2014-10-15 23:58:31.537000+00:00,"I'm currently retrieving data from a MySQL database using PDO. I'm using a foreach to display the data onto a page, and wish for the user to be able to enter a search term into a input field, hit the submit button, and then only results who's title contains the search term are returned.
Here is my current code:
file_functions.php - Where the SQL query function is located
files.php - Where the results are displayed
Below is the form used to refine the results. Currently the filter dropdown menu works for the filter, but the search term does not. This is what I wish to implement
To summarise, I wish to use the text field in the bottom snippet of code to refine the results displayed in files.php by comparing their title to the search term.
I wish to compare the search term to the $file['name'].
Many thanks."
0.0,2014-10-15 23:58:19.317000+00:00,"I am attempting to show ""what if"" information from one column into a new one. The scenario is taking a number, and adding 10% to it to show in the new column. I am at a complete loss of how to even begin this one! "
0.0,2014-10-15 23:58:02.850000+00:00,"Hi I'm trying to output a certain column from my pivot table. To show you what I have tried, I will first show you my models (my pivot tables are ordertasks and tagtasks):
Task table:
    
Tagtask table:
Ordertask table:
Here is my TaskController.php with the following piece of code:
Okay now comes the part where I want to show $Task->ordertask['id_user'] on my browser with the following piece of code:
Unfortunately that doesn't work because I get the following error:
Instead of:
I have also tried this just to see what output it gave me:
Which gave me the following output:
So gladly I want to output id_user from the ordertask table. Gladly I'm waiting on your answer. Anyway thanks for your response."
-1.0,2014-10-15 23:57:39.290000+00:00,"I've been using Python to run a video processing program on a large collection of .mp4 files.  The video processing program (which I did not write and can't alter) does not exit once it reaches the final frame of the video, so using  in a loop going through all the .mp4 files didn't work for me unless I sat there killing the processing program after each video ended.
I tried to solve this using a subprocess that got terminated after the video ended (a predetermined amount of time):
However, the  program still doesn't exit, so I end up with tons of videos open at the same time.  I can only get rid of them by force quitting each separate frame or by using  for the id of that particular instance of the program.  I've read that using  isn't recommended, but I'm not sure if that would cause this behavior.
How can I kill the  program after a certain amount of time?  I'm extremely new to Python and am not sure how to do this.  I was considering doing something like  after the , but I don't know how to get the id of the program either."
0.0,2014-10-15 23:57:18.977000+00:00,"I'm writing an MVC app which ends up accessing a SQL database. On my edit page, I previously had every item available to be edited that is in the model. Recently I was asked to no longer allow the user to edit the primary keys. I did a quick change to change the primary key fields (in this example, there are 2 of them) from an EditorFor to a DisplayFor. The new view is this:
It used to work with the full editing. Now the data is displayed properly, as expected. However, when submit is pressed, Null values are passed back to the controller for the values that are displayed.
These are the edit functions in my controller. ItemService.Edit() just saves the data to the server. It works correctly.
Lastly, my data model:
Why is the data no longer being passed back to the second function, and how do I get it to pass correctly so that I can save it to the database?"
0.0,2014-10-15 23:57:03.770000+00:00,"So this question might be a little odd but here goes.
I was having a problem with a function that searches an ordered linked list for a specific value and deletes the first node it encounters that contains the target value. The problem I was having is that it was throwing a Seg-fault whenever I passed it a value that wasn't on the linked list or tried to delete all copies of a target value by running it until it returned false (for ""not found"").
I solved the problem, but I don't quite understand why the change I made solved the problem I was having, as to me the methods seem equivalent. I've posted the ""before and after"" below, and I was wondering if more experienced eyes could give it a once over and explain why the change I made fixed the problem I described.
Before Fix:
After (Changes have been marked):
Thanks in advanced for your help."
0.0,2014-10-15 23:56:52.090000+00:00,"I can't create a backup of a database (MS SQL 2005), using WebsitePanel. When I select the database and try to click on the ""Backup"" button from ""Maintenance Tools"", the ""Backup"" button is disabled."
81.0,2014-10-15 23:56:47.230000+00:00,"I'm scripting a deployment process that takes the name of the user running the ansible script (e.g. tlau) and creates a deployment directory on the remote system based on that username and the current date/time (e.g. tlau-deploy-2014-10-15-16:52).
You would think this is available in ansible facts (e.g. LOGNAME or SUDO_USER), but those are all set to either ""root"" or the deployment id being used to ssh into the remote system. None of those contain the local user, the one who is currently running the ansible process.
How can I script getting the name of the user running the ansible process and use it in my playbook?"
