id,body,title,title
48270127,"<blockquote>
  <p><strong>Moderator note:</strong> Please resist the urge to edit the code or remove this notice. The pattern of whitespace may be part of the question and therefore should not be tampered with unnecessarily. If you are in the ""whitespace is insignificant"" camp, you should be able to accept the code as is.</p>
</blockquote>

<p>Is it ever possible that <code>(a== 1 &amp;&amp; a ==2 &amp;&amp; a==3)</code> could evaluate to <code>true</code> in JavaScript?</p>

<p>This is an interview question asked by a major tech company. It happened two weeks back, but I'm still trying to find the answer. I know we never write such code in our day-to-day job, but I'm curious.</p>",Can (a== 1 && a ==2 && a==3) ever evaluate to true?,Can (a== 1 && a ==2 && a==3) ever evaluate to true?
37937984,"<p>During <code>git rebase origin/development</code> the following error message is shown from Git:</p>

<pre><code>fatal: refusing to merge unrelated histories
Error redoing merge 1234deadbeef1234deadbeef
</code></pre>

<p>My Git version is 2.9.0. It used to work fine in the previous version. </p>

<p>How can I continue this rebase allowing unrelated histories with the forced flag introduced in the new release?</p>",Git refusing to merge unrelated histories on rebase,Git refusing to merge unrelated histories on rebase
52522565,"<p>I updated to macOS Mojave (this happens on Catalina update too, and seems to potentially occur on every major update thereafter)</p>
<p>This morning I navigated to my work's codebase in the Command Line on my MacBook pro, typed in &quot;git status&quot; in the repository and received the error:</p>
<pre><code>xcrun: error: invalid active developer path (/Library/Developer/CommandLineTools), missing xcrun at: /Library/Developer/CommandLineTools/usr/bin/xcrun
</code></pre>
<p>How do i fix git, and command line tools?</p>",Git is not working after macOS Update (xcrun: error: invalid active developer path (/Library/Developer/CommandLineTools),Git is not working after macOS Update (xcrun: error: invalid active developer path (/Library/Developer/CommandLineTools)
44206782,"<p><a href=""http://blog.npmjs.org/post/161081169345/v500"" rel=""noreferrer"">npm 5 was released today</a> and one of the new features include deterministic installs with the creation of a <code>package-lock.json</code> file.</p>

<p>Is this file supposed to be kept in source control?</p>

<p>I'm assuming it's similar to <a href=""https://stackoverflow.com/questions/39990017/should-i-commit-the-yarn-lock-file-and-what-is-it-for""><code>yarn.lock</code></a> and <a href=""https://stackoverflow.com/questions/12896780/should-composer-lock-be-committed-to-version-control""><code>composer.lock</code></a>, both of which are supposed to be kept in source control. </p>",Do I commit the package-lock.json file created by npm 5?,Do I commit the package-lock.json file created by npm 5?
38892771,"<p>I've got the following error when launching my Angular app, even if the component is not displayed.</p>

<p>I have to comment out the <code>&lt;input&gt;</code> so that my app works.</p>

<pre class=""lang-none prettyprint-override""><code>zone.js:461 Unhandled Promise rejection: Template parse errors:
Can't bind to 'ngModel' since it isn't a known property of 'input'. (""
   &lt;div&gt;
      &lt;label&gt;Created:&lt;/label&gt;
      &lt;input  type=""text"" [ERROR -&gt;][(ngModel)]=""test"" placeholder=""foo"" /&gt;
   &lt;/div&gt;
&lt;/div&gt;""): InterventionDetails@4:28 ; Zone: &lt;root&gt; ; Task: Promise.then ; Value: 
</code></pre>

<p>I'm looking at the Hero plunker, but I don't see any difference from my code.</p>

<p>Here is the component file:</p>

<pre><code>import { Component, EventEmitter, Input, OnInit, Output } from '@angular/core';
import { Intervention } from '../../model/intervention';

@Component({
   selector: 'intervention-details',
   templateUrl: 'app/intervention/details/intervention.details.html',
   styleUrls: ['app/intervention/details/intervention.details.css']
})

export class InterventionDetails
{
   @Input() intervention: Intervention;

   public test : string = ""toto"";
}
</code></pre>",Can't bind to 'ngModel' since it isn't a known property of 'input',Can't bind to 'ngModel' since it isn't a known property of 'input'
37576685,"<p>Are there any issues with using <code>async</code>/<code>await</code> in a <code>forEach</code> loop? I'm trying to loop through an array of files and <code>await</code> on the contents of each file. </p>

<pre><code>import fs from 'fs-promise'

async function printFiles () {
  const files = await getFilePaths() // Assume this works fine

  files.forEach(async (file) =&gt; {
    const contents = await fs.readFile(file, 'utf8')
    console.log(contents)
  })
}

printFiles()
</code></pre>

<p>This code does work, but could something go wrong with this? I had someone tell me that you're not supposed to use <code>async</code>/<code>await</code> in a higher order function like this, so I just wanted to ask if there was any issue with this.</p>",Using async/await with a forEach loop,Using async/await with a forEach loop
37364973,"<p>What is the difference between <code>Promise</code> and <code>Observable</code> in Angular?</p>

<p>An example on each would be helpful in understanding both the cases. In what scenario can we use each case?</p>",What is the difference between Promises and Observables?,What is the difference between Promises and Observables?
38713405,"<p>I am using Visual Studio Code 1.3.1 with the newly introduced tabs.</p>

<p>When I click on files, the first file will open in a tab. If I do not make any changes to this file, the second clicked file will open in the same tab.</p>

<p>How can I avoid this and make Visual Studio Code always open a new tab?</p>",Open files always in a new tab,Open files always in a new tab
36827659,"<p>We are compiling an embedded C++ application that is deployed in a shielded device in an environment bombarded with <a href=""https://en.wikipedia.org/wiki/Ionizing_radiation"" rel=""noreferrer"">ionizing radiation</a>. We are using GCC and cross-compiling for ARM. When deployed, our application generates some erroneous data and crashes more often than we would like. The hardware is designed for this environment, and our application has run on this platform for several years.</p>
<p>Are there changes we can make to our code, or compile-time improvements that can be made to identify/correct <a href=""https://en.wikipedia.org/wiki/Soft_error"" rel=""noreferrer"">soft errors</a> and memory-corruption caused by <a href=""https://en.wikipedia.org/wiki/Single_event_upset"" rel=""noreferrer"">single event upsets</a>? Have any other developers had success in reducing the harmful effects of soft errors on a long-running application?</p>",Compiling an application for use in highly radioactive environments,Compiling an application for use in highly radioactive environments
41573587,"<p>Python 3.3 includes in its standard library the new package <code>venv</code>. What does it do, and how does it differ from all the other packages that seem to match the regex <code>(py)?(v|virtual|pip)?env</code>?</p>","What is the difference between venv, pyvenv, pyenv, virtualenv, virtualenvwrapper, pipenv, etc?","What is the difference between venv, pyvenv, pyenv, virtualenv, virtualenvwrapper, pipenv, etc?"
45940861,"<p>I had reports from users with Android 8 that my app (that uses back-end feed) does not show content. After investigation I found following Exception happening on Android 8:</p>

<pre><code>08-29 12:03:11.246 11285-11285/ E/: [12:03:11.245, main]: Exception: IOException java.io.IOException: Cleartext HTTP traffic to * not permitted
at com.android.okhttp.HttpHandler$CleartextURLFilter.checkURLPermitted(HttpHandler.java:115)
at com.android.okhttp.internal.huc.HttpURLConnectionImpl.execute(HttpURLConnectionImpl.java:458)
at com.android.okhttp.internal.huc.HttpURLConnectionImpl.connect(HttpURLConnectionImpl.java:127)
at com.deiw.android.generic.tasks.AbstractHttpAsyncTask.doConnection(AbstractHttpAsyncTask.java:207)
at com.deiw.android.generic.tasks.AbstractHttpAsyncTask.extendedDoInBackground(AbstractHttpAsyncTask.java:102)
at com.deiw.android.generic.tasks.AbstractAsyncTask.doInBackground(AbstractAsyncTask.java:88)
at android.os.AsyncTask$2.call(AsyncTask.java:333)
at java.util.concurrent.FutureTask.run(FutureTask.java:266)
at android.os.AsyncTask$SerialExecutor$1.run(AsyncTask.java:245)
at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1162)
at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:636)
at java.lang.Thread.run(Thread.java:764)
</code></pre>

<p>(I've removed package name, URL and other possible identifiers)</p>

<p>On Android 7 and lower everything works, I do not set <code>android:usesCleartextTraffic</code> in Manifest (and setting it to <code>true</code> does not help, that is the default value anyway), neither do I use Network Security Information. If I call <code>NetworkSecurityPolicy.getInstance().isCleartextTrafficPermitted()</code>, it returns <code>false</code> for Android 8, <code>true</code> for older version, using the same apk file.
I tried to find some mention of this on Google info about Android O, but without success.</p>",Android 8: Cleartext HTTP traffic not permitted,Android 8: Cleartext HTTP traffic not permitted
