score,creation_date,body
0.0,2020-02-21 12:41:40.133000+00:00,"there is a project on Github that works stably. Below is a composer file:
The problem is that after each successful installation of the project through the composer, you have to do the following command:
After that, all all classes will work correctly. Log from the console:
Question: how do I avoid entering this command every time, and everything worked correctly during normal installation?"
0.0,2018-10-20 04:15:54.347000+00:00,"I have four radio buttons. I am getting the radio button value from the database and according to the value radio button will check. Now the first radio button is checked. I need  value of the radio button which is selected. So that I can show the div. So I tried below code but it displays . I have to add the class  to the Id value.
Onload I am getting the radio button value. Now how do I get the  value without change?
For example, the first radio button is . so  value is . So I need  to show in the div.
Would you help me out on this issue?"
5.0,2018-08-14 08:39:19.373000+00:00,"I'm running into an issue fetching a file from the local filesystem using React-Native 0.56.0.
The file uri has the format , and calling  throws an error in React's bundled whatwg-fetch library. The trace itself looks like:
It looks like the whatwg-fetch lib is eating the underlying error, and when I went in and logged the event that triggered this error, it contained the message:
.
I have a feeling that the issue may be related to a recent upgrade from RN 0.55.4 to RN 0.56.0, but I haven't been able to successfully downgrade and test yet, and wondering if anybody's seen this issue before.
My goal is to get a local video file as a blob, check the size, and then upload the file to Firebase storage. The flow looks something as follows:
The  from the  library is happily playing the video at , so it doesn't seem to me like an issue with the uri itself."
0.0,2016-06-20 15:10:34.700000+00:00,"I have been able in the past to create connections and pull in whole tables or even just a column or two from SQL into Excel.
Now what I want to for a user to input an ID into a Userform and then the VBA to run SQL code grabbing the cooresponding ID, FirstName, LastName. It should then paste that info into the first blank row of A,B,C on the ""Entry"" sheet.
I am getting an error on this line of code stating: Run-time error '1004' Application-defined or object-defined error.
Most of this I do not understand it is simply some hand me down code that I am trying to re-purpose. The old code which still works is this:
The difference between these is that instead of just dropping it in one set cell with the code pulling over couple hundred thousand lines of data is I want the code to be in the first blank row and only pull over that one record. But each time it runs it needs to go to the next row.
With the old code it made an actual table which I am guessing is related to the fact that at the end it states QueryTable. I would rather just have the data and not the table format. If there is a way to change it to do this that would be great.
Also in the previous version of this the query only pulled from one table and the  link to the file. The new code will need to link to two tables so there are two files as I was unable to have it make a connection file with two tables selected. If you can help with that as well that would be great.
I am using Excel 2013 Standard and  SQL Server 2012. Please let me know if you need any more info.
So This is what I have so far trying the ADO method suggested by @Kyle. The OCR is the variable input from the Userform in previous code. When this runs it gives no error but it paste no data.
End Sub"
0.0,2017-02-15 22:41:28.280000+00:00,"i newly installed android studio and i receive that i cant install haxm because i dont have nx 
i have intel core (TM) i3 , but i cant enable this feature on bios , how can i enable this feature? 
my cpu doesn't support that ?
please help me to understand this problem.
i check that with coreinfo and it shows that nx is disable , but after i go to the bios, after hours i cant enable nx in bios, and i dont see any options that can help me , so after that i search , and i cant see problems that as silimar as me , and i asked this question
could you help me to solve this problem ?"
2.0,2016-12-05 11:41:09.507000+00:00,"I have a ""custom"" string that has the following format. Example:
I would like to replace/parse the string:
the  (%NUM_d) would be replaced with a random 5-digit decimal 
the  (%NUM_s) would be replaced with a random 8-chars
the  (%NUM_x) would be replaced with a random 8-digit hexadecimal
Is there any function that helps me parse those ""special marks""? Not sure if I would have to parse the string char by char and check for every possible combination. "
-2.0,2017-09-22 00:13:18.703000+00:00,"I'm trying to sort a struct from a number (code) that the user will enter and I'm using bubble sort for this. I want the program to print all the data sorted by the number (code) but it only sorts the number (code). Can someone help me sort the other elements from the number (code)?
CODE:"
0.0,2015-10-28 12:12:03.390000+00:00,"I wants to show all available categories in multi select field in admin form. I have tried but have got an empty multiselect. 
Please help me to solve this.
Folder structure of my Modules Block folder as,
 
In Form.php I have created my form fields as,
Here I am succeed to show store views but I wants to show categories. 
I have created a Category.php file in Model folder as,
This Category.php file run properly when I have added them in system.config as  field.
But when tried to add this to form field its not work.
Please help me where I missed the step."
1.0,2015-01-09 22:12:17.420000+00:00,"I have a custom cell for my TableView app.  The TableViewController is called ""BlogView"".  My custom cell has a few buttons on it, one being a share button.  I want to present a UIActivityViewController when one of the buttons is pressed.
In the header for my custom cell, I have a property:
In the custom cell, I have for layoutSubview:
For the selector didTapCommentButtonAction I have:
In BlogView.m
I get no warnings or errors, but when I click on the button, nothing happens."
0.0,2020-01-03 13:07:42.783000+00:00,"I have a simple question,
Is it possible to track a user using their userID in Flurry?
I know I can user setUserID in my event but is it possible to see all the events from a user say abc@xyz.com has gone through?
Currently, I can see it as Following For User 036(is there a way to find the same using userID):"
