score,creation_date,body
0.0,2020-10-25 08:36:28.297000+00:00,"I want to create an np.array with 3 elements - each is an array with different dimenstions.
The first column is , the second column is , and the 3rd column is .
I tried the following code:
But I got the error:
How can I create this array?
Thanks"
0.0,2020-10-22 01:23:18.477000+00:00,"I'm new to C and assembly code, just a question on returning a struct, below is my code
below is my questions:
Q1-You can see that in  method's stack, it seems to allocate 20 bytes for . For mosts of functions, the gcc normally deallocate stack before  like
But there is no deallocate stack instruction before  instruction in , why is that? Does the compiler do it on purpose becuase if it deallocates stack of  then we are not able to return a struc to a function? if it is for this purpose, then I can understand why there is no deallocation of stack in .
Q2-It seems that the internal structure of   on the stack is  instead of , why compiler does the thing in wrong way around?
Q3-why  in  method? shouldn't it be ? it might be one reason that I don't reference  in , but I don't reference  in  neither and the instruction is still "
-1.0,2020-10-02 07:38:14.313000+00:00,"in need a fast SQL for selcting my Data.
I have a Table  which look like the following:
And another Table  which look like the following:
In u can specify which data from  i need. Its the Flag  ( = Inclusiv,  = Excluisiv)
The Key From both Tables are the first four Columns.
The First Row from  means all Artikel from  which has .
The Second Row from  means without Artickles from  where . And so on.
In :  means ALL (From )
In  can't appear  
Table a:
Table b:
Result:
Does anybody has an Idea?
Many thanks in advance.
EDIT: Maybe the Table a should be grouped like this:
And then loop through the rows."
-1.0,2020-10-02 21:54:45.367000+00:00,"I have 2 tables and would like to get revenue by location as an output using SQL.  I think I need a JOIN (left?) and then GROUP BY on location but for some reason my code isn't working?
Please see below:"
0.0,2020-10-13 03:02:09.360000+00:00,"What I'm trying to do is set up a timer that every 3 seconds adds a new component to the page. Everything is fine until the third second, where the app crashes with:
Error: Maximum update depth exceeded. This can happen when a component repeatedly calls setState inside componentWillUpdate or componentDidUpdate. React limits the number of nested updates to prevent infinite loops.
Is there anyway I could fix this or does someone have a better solution for doing this? Here's the code:"
0.0,2020-10-14 11:10:50.980000+00:00,"Following up from a previous question, I am confused by how matplotlib.pyplot works. I have a DataFrameGroupBy object with multiple groups, and I want to make a single figure with multiple functions (one per group). My research indicates that the following code should essentially yield one figure with multiple lines:
Instead, I am getting multiple graphs with one line each. Following some instructions, I tried shoving , , and  in all possible places that I could think of, but I don't quite understand how they work, so I might have not done it correctly."
1.0,2020-10-26 20:06:58.120000+00:00,"I have a filter that is for my model that is a  of all the values in that columns. I would like to make it so that when the user select a value from the  it automatically filters the data without the need for a submit button. I believe I need an  attribute for the  field but I cant figure out how to set that up for filter forms.
filters.py
sets.html:"
0.0,2020-10-12 10:50:00.733000+00:00,"I would like to read the Active spreadsheet and add menu items based on that. Below is the code in OnOpen(e) trigger:
I am getting below exception:
[Exception: You do not have permission to perform that action.]
I have gone through the documentation and found that the AuthMode is None in OnOpen trigger which does not allow access to any services that require authorization.
Please suggest if there is any other way to accomplish my task.
Thanks."
0.0,2020-10-23 10:14:35.210000+00:00,"I am logging my application logs to a Kafka topic using Log4j2 and an appender.
On my local machine I am pointing to the Kafka server which is located in localhost:9092 and it is working fine.
The problem starts when I deploy this architecture to Kubernetes. I deploy the Kafka broker the same way it is deployed in this example: https://dzone.com/articles/ultimate-guide-to-installing-kafka-docker-on-kuber.
After the broker is deployed the logs are stating that the instance is fine and it is creating the topic I specified.
However, when I deploy my spring application and I point the logs:
.
The log4j2 appender throws this exception:
As far as I know, if the log4j2 appender's call would not reach the kafka service then it would throw a connection exception, but it seems like it's not the issue.
It seems to me that the service is not forwarding the calls to the Kafka-Broker instance, although I cannot find a way to debug this.
Someone knows how can issue can be solved?
Thanks!"
0.0,2020-10-14 04:02:36.813000+00:00,"http://bugs.chromium.org/p/v8/issues/list is the v8 javascript engine bugs tracker.
I want to download all issues data including list, comment and so on.
Is this possible?"
0.0,2020-10-26 02:48:23.957000+00:00,"I am trying to bind a button to a different function after the user selects some number of points on the image with another function. Currently, I am doing like this-
This does not solve my problem as only func2 is executing. I have also tried adding the unbind statement to func1 and func2 (which runs after some condition is satisfied) but same thing is happening. Is there a way to make this run sequentially so that I can bind with func1 -&gt; unbind func1 -&gt; bind with func2 -&gt; unbind func2.
I want to do the point selection in one image only without putting the image again on canvas. Also, is there any better way to approach this?"
0.0,2020-10-05 13:37:04.687000+00:00,"I am having registration table, in that student grades are  and after sometimes client has changed the grade values to 
The MySql DB column has the Grades value of 
Now I am creating the report, so I need to filter the grades based on  but I need to select the Grades  and also the record has .
If I use the  means I am also getting the Grades 
Any suggestions or help is appreciated."
0.0,2020-10-10 09:02:55.800000+00:00,"I want to define a new type in GORM like this:
Where the values of Status can only be either one of , , or . Obviously, I can use the type string for this, but then I would allow every string possible. How can I restrict the options to the ones I want?"
1.0,2020-10-18 07:28:28.273000+00:00,"Given a function that returns a useful value and an error value when things go wrong, I'm trying to avoid checking whether the useful value is  when there is no error,
After calling the above function, we can check whether there's an error. However, even if there's no error, we still have to check whether  is defined.
Is there a better type or error handling pattern that would allow to handle errors in a similar way while avoiding having to check for  to be defined?"
2.0,2020-10-15 11:13:13.520000+00:00,"Whenever I try to run my game in Unity Editor, it works normally; but i wanted to test if everything is working properly in the builds and it kept crashing the game whenever I tried too run it.
I have attached the contents of the error.log file.
i am making this game for a game jam and need to resolve this issue
error.log FILE"
0.0,2020-10-13 07:15:32.677000+00:00,"When I try to destroy a record with resource controller, laravel redirects to login page
although I applied auth middleware in the controller.
Laravel Version is 6.x.
Web.php
SliderController.php
I couldn't understand why it redirects to login page.
Help please
Thanks"
0.0,2020-10-03 11:04:27.223000+00:00,"I am trying to parse an array of dates, from a large dataset, in my pandas dataframe.
to be clearer each row in my dataframe has an array of dates. most of them are nones or dates. e.g.
the column above is my date column. And in the below i am iterating through it.
But unfortunately I'm getting this error:
i try and break this own further to see what issue is and try another way:
but nothing prints when there are many nones as you can see above, so not sure why this is. can somebody assist?"
0.0,2020-10-13 20:06:35.600000+00:00,"I don't know what I have done wrong and what i have changed. All of a sudden my discord bot code doesnt work. Please help me. I have tried lots of things and have checked if my cogs are loading properly and they are. I am not getting any errors either. Sorry if it is just a stupid mistake that I dont see as this is my first question on Stack Overflow.
An example of a command that doesn't work:
A cog that doesn't work:
I am new here sorry if it is a stupid mistake. Thanks alot!
PS: I am happy to attach more code.
Edit: My main code (if needed)"
0.0,2020-10-24 18:49:55.290000+00:00,Foreign keys are saved as integers instead of the string attributes in my Django model. Why are they not string?
1.0,2020-10-26 12:41:02.557000+00:00,"I got firebaseConfig.js
Now I got Component index.js
I think something I did wrong with  as I'm getting "
